code,company_name,sector,rejection_reason_category,reason_source
4366,Daito Chemix Corporation,Chemicals,ai_keyword_only,audited
5381,Mipox Corporation,Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
4951,S.T.CORPORATION,Chemicals,ai_keyword_only,audited
6965,HAMAMATSU PHOTONICS K.K.,Electric Appliances,ai_keyword_only,audited
9768,"IDEA Consultants,Inc.",Services,ai_keyword_only,audited
8095,"Astena Holdings Co.,Ltd.",Wholesale Trade,already_represented_by_better_candidate,audited
6262,"PEGASUS CO.,LTD.",Machinery,ai_keyword_only,audited
6859,ESPEC CORP.,Electric Appliances,ai_keyword_only,audited
4071,"Plus Alpha Consulting Co.,LTD.",Information & Communication,ai_keyword_only,audited
5302,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products,already_represented_by_better_candidate,audited
1719,HAZAMA ANDO CORPORATION,Construction,ai_keyword_only,audited
9364,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,score_below_cutoff,score_below_cutoff_v5
2935,"PICKLES HOLDINGS CO.,LTD.",Foods,already_represented_by_better_candidate,audited
5991,"NHK SPRING CO.,LTD.",Metal Products,score_below_cutoff,score_below_cutoff_v5
3632,"GREE Holdings,Inc.",Information & Communication,ai_keyword_only,audited
6323,RORZE CORPORATION,Machinery,ai_keyword_only,audited
6273,SMC CORPORATION,Machinery,ai_keyword_only,audited
9025,"Konoike Transport Co.,Ltd.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
6597,HPC SYSTEMS Inc.,Electric Appliances,ai_keyword_only,audited
7071,"Amvis Holdings,Inc.",Services,ai_keyword_only,audited
8084,RYODEN CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7840,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,score_below_cutoff,score_below_cutoff_v5
9876,"COX CO.,LTD.",Retail Trade,distress_or_quality_risk,audited
4251,KEIWA Incorporated,Chemicals,ai_keyword_only,audited
4725,CAC Holdings Corporation,Information & Communication,ai_keyword_only,audited
4475,HENNGE K.K.,Information & Communication,ai_keyword_only,audited
8141,"Shinko Shoji Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
9744,MEITEC Group Holdings Inc.,Services,ai_keyword_only,audited
3640,"DENSAN CO.,LTD.",Information & Communication,ai_keyword_only,audited
3299,"MUGEN ESTATE Co.,Ltd.",Real Estate,value_trap_risk,audited
6016,Japan Engine Corporation,Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
5192,Mitsuboshi Belting Ltd.,Rubber Products,score_below_cutoff,score_below_cutoff_v5
1934,YURTEC CORPORATION,Construction,ai_keyword_only,audited
6036,"KeePer Technical Laboratory Co.,Ltd.",Services,ai_keyword_only,audited
9401,"TBS HOLDINGS,INC.",Information & Communication,ai_keyword_only,audited
3093,"Treasure Factory Co.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
3445,"RS Technologies Co.,Ltd.",Metal Products,score_below_cutoff,score_below_cutoff_v5
6420,GALILEI CO.LTD.,Machinery,ai_keyword_only,audited
9621,"CTI Engineering Co.,Ltd.",Services,ai_keyword_only,audited
8252,"MARUI GROUP CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6508,MEIDENSHA CORPORATION,Electric Appliances,ai_keyword_only,audited
3916,Digital Information Technologies Corporation,Information & Communication,ai_keyword_only,audited
4025,"TAKI CHEMICAL CO.,LTD.",Chemicals,ai_keyword_only,audited
6804,Hosiden Corporation,Electric Appliances,ai_keyword_only,audited
7512,Aeon Hokkaido Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
9347,"NIPPON KANZAI Holdings Co.,Ltd.",Services,ai_keyword_only,audited
3151,"VITAL KSK HOLDINGS,INC.",Wholesale Trade,value_trap_risk,audited
5965,FUJIMAK CORPORATION,Metal Products,distress_or_quality_risk,audited
7989,TACHIKAWA CORPORATION,Metal Products,score_below_cutoff,score_below_cutoff_v5
9612,"LUCKLAND CO.,LTD.",Services,ai_keyword_only,audited
9267,"Genky DrugStores Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7800,"Amifa Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
3245,"DEAR LIFE CO.,LTD.",Real Estate,score_below_cutoff,score_below_cutoff_v5
4673,"Kawasaki Geological Engineering Co.,Ltd.",Services,ai_keyword_only,audited
8830,"Sumitomo Realty & Development Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
4212,Sekisui Jushi Corporation,Chemicals,ai_keyword_only,audited
9601,"Shochiku Co.,Ltd.",Information & Communication,ai_keyword_only,audited
8131,"Mitsuuroko Group Holdings Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7003,"MITSUI E&S Co.,Ltd.",Machinery,ai_keyword_only,audited
5444,"YAMATO KOGYO CO.,LTD.",Iron and Steel,score_below_cutoff,score_below_cutoff_v5
3076,Ai Holdings Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
5915,KOMAIHALTEC Inc.,Metal Products,already_represented_by_better_candidate,audited
7318,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
3179,"Syuppin Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
5461,"Chubu Steel Plate Co.,Ltd.",Iron and Steel,score_below_cutoff,score_below_cutoff_v5
7435,"NADEX CO.,LTD.",Wholesale Trade,low_pbr_only,audited
8160,"KISOJI CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
4928,"Noevir Holdings Co.,Ltd.",Chemicals,ai_keyword_only,audited
9759,"NSD CO.,LTD.",Information & Communication,ai_keyword_only,audited
5957,"NITTOSEIKO CO.,LTD.",Metal Products,already_represented_by_better_candidate,audited
7976,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products,score_below_cutoff,score_below_cutoff_v5
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,ai_keyword_only,audited
6622,DAIHEN CORPORATION,Electric Appliances,already_represented_by_better_candidate,audited
9514,EF-ON INC.,Electric Power and Gas,already_represented_by_better_candidate,audited
7716,NAKANISHI INC.,Precision Instruments,score_below_cutoff,score_below_cutoff_v5
7128,UNISOL Holdings Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7821,"MAEDA KOSEN CO.,LTD.",Other Products,score_below_cutoff,score_below_cutoff_v5
5351,"SHINAGAWA REFRA CO.,LTD.",Glass and Ceramics Products,already_represented_by_better_candidate,audited
2109,"Mitsui DM Sugar Co.,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
6741,"Nippon Signal Company,Limited",Electric Appliances,ai_keyword_only,audited
4275,"Carlit Co.,Ltd.",Chemicals,ai_keyword_only,audited
9960,TOTECH CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7564,"WORKMAN CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
3922,PR TIMES Corporation,Information & Communication,ai_keyword_only,audited
6197,Solasto Corporation,Services,ai_keyword_only,audited
2980,SRE Holdings Corporation,Real Estate,score_below_cutoff,score_below_cutoff_v5
4554,"Fuji Pharma Co.,Ltd.",Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
3844,COMTURE CORPORATION,Information & Communication,ai_keyword_only,audited
4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,ai_keyword_only,audited
3878,TOMOEGAWA CORPORATION,Chemicals,ai_keyword_only,audited
6861,KEYENCE CORPORATION,Electric Appliances,ai_keyword_only,audited
7476,AS ONE CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7944,Roland Corporation,Other Products,score_below_cutoff,score_below_cutoff_v5
9713,"THE ROYAL HOTEL,LIMITED",Services,ai_keyword_only,audited
6266,"TAZMO CO.,LTD.",Machinery,ai_keyword_only,audited
3388,"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",Wholesale Trade,already_represented_by_better_candidate,audited
2702,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6727,"Wacom Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
7456,"MATSUDA SANGYO Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
2211,"Fujiya Co.,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
7244,"ICHIKOH INDUSTRIES,LTD.",Electric Appliances,ai_keyword_only,audited
4410,"HARIMA CHEMICALS GROUP,INC.",Chemicals,ai_keyword_only,audited
4063,"Shin-Etsu Chemical Co.,Ltd.",Chemicals,ai_keyword_only,audited
9065,SANKYU INC.,Land Transportation,score_below_cutoff,score_below_cutoff_v5
4396,System Support Holdings Inc.,Information & Communication,ai_keyword_only,audited
8935,"FJ NEXT HOLDINGS CO.,LTD.",Real Estate,value_trap_risk,audited
1808,HASEKO Corporation,Construction,ai_keyword_only,audited
5888,"DAIWA CYCLE CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
3284,"Hoosiers Holdings Co.,Ltd.",Real Estate,value_trap_risk,audited
4093,"Toho Acetylene Co.,Ltd.",Chemicals,ai_keyword_only,audited
6822,"Oi Electric Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
7875,"TAKEDA iP HOLDINGS CO.,LTD.",Other Products,distress_or_quality_risk,audited
9932,"SUGIMOTO & CO.,LTD.",Wholesale Trade,already_represented_by_better_candidate,audited
3132,"MACNICA HOLDINGS,INC.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4167,Kokopelli Inc.,Information & Communication,ai_keyword_only,audited
1417,MIRAIT ONE Corporation,Construction,ai_keyword_only,audited
1802,OBAYASHI CORPORATION,Construction,ai_keyword_only,audited
7914,"Kyodo Printing Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
8041,OUG Holdings Inc.,Wholesale Trade,distress_or_quality_risk,audited
5714,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals,ai_keyword_only,audited
7433,"Hakuto Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4186,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,ai_keyword_only,audited
4977,Nitta Gelatin Inc.,Chemicals,ai_keyword_only,audited
6866,HIOKI E.E.CORPORATION,Electric Appliances,ai_keyword_only,audited
8200,"RINGER HUT CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
9075,"FUKUYAMA TRANSPORTING CO.,LTD.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
6482,Yushin Company,Machinery,ai_keyword_only,audited
2612,KADOYA SESAME MILLS INCORPORATED,Foods,distress_or_quality_risk,audited
7508,G-7 HOLDINGS Inc.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7504,KOHSOKU CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3023,Rasa Corporation,Wholesale Trade,already_represented_by_better_candidate,audited
4229,"Gun Ei Chemical Industry Co.,Ltd.",Chemicals,ai_keyword_only,audited
3712,"Information Planning CO.,LTD.",Information & Communication,low_pbr_only,audited
6652,IDEC CORPORATION,Electric Appliances,ai_keyword_only,audited
6125,"OKAMOTO MACHINE TOOL WORKS,LTD.",Machinery,ai_keyword_only,audited
5940,"FUJISASH CO.,LTD.",Metal Products,value_trap_risk,audited
2204,"NAKAMURAYA CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
5384,FUJIMI INCORPORATED,Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
1887,JDC CORPORATION,Construction,ai_keyword_only,audited
6240,YAMASHIN-FILTER CORP.,Machinery,ai_keyword_only,audited
4433,"HITO-Communications Holdings,Inc.",Services,ai_keyword_only,audited
3193,"Eternal Hospitality Group Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
4026,"Konoshima Chemical Co.,Ltd.",Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
3836,AVANT GROUP CORPORATION,Information & Communication,ai_keyword_only,audited
6118,"AIDA ENGINEERING,LTD.",Machinery,ai_keyword_only,audited
7102,"NIPPON SHARYO,LTD.",Transportation Equipment,already_represented_by_better_candidate,audited
9869,"KATO SANGYO CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4971,MEC COMPANY LTD.,Chemicals,ai_keyword_only,audited
8159,"TACHIBANA ELETECH CO.,LTD.",Wholesale Trade,already_represented_by_better_candidate,audited
4664,JAPAN RELIANCE SERVICE CORPORATION,Services,ai_keyword_only,audited
9993,"YAMAZAWA CO.,LTD.",Retail Trade,distress_or_quality_risk,audited
6229,OKUMURA ENGINEERING corp.,Machinery,ai_keyword_only,audited
5706,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,ai_keyword_only,audited
5906,"MK SEIKO CO.,LTD.",Metal Products,already_represented_by_better_candidate,audited
3877,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,already_represented_by_better_candidate,audited
2157,"KOSHIDAKA HOLDINGS Co.,LTD.",Services,ai_keyword_only,audited
2326,Digital Arts Inc.,Information & Communication,already_represented_by_better_candidate,audited
1762,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",Construction,ai_keyword_only,audited
9757,Funai Soken Holdings Incorporated,Services,ai_keyword_only,audited
6407,CKD Corporation,Machinery,ai_keyword_only,audited
9837,"MORITO CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4393,"Bank of Innovation,Inc.",Information & Communication,ai_keyword_only,audited
6962,DAISHINKU CORP.,Electric Appliances,ai_keyword_only,audited
2884,Yoshimura Food Holdings K.K.,Foods,value_trap_risk,audited
2209,"IMURAYA GROUP CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
7974,"Nintendo Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
6073,ASANTE INCORPORATED,Services,ai_keyword_only,audited
4661,"ORIENTAL LAND CO.,LTD.",Services,ai_keyword_only,audited
6137,"KOIKE SANSO KOGYO CO.,LTD.",Machinery,ai_keyword_only,audited
1835,"TOTETSU KOGYO CO.,LTD.",Construction,ai_keyword_only,audited
9441,"Bell-Park Co.,Ltd.",Information & Communication,ai_keyword_only,audited
7460,"YAGI & CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7630,"ICHIBANYA CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
7932,"Nippi,Incorporated",Other Products,score_below_cutoff,score_below_cutoff_v5
9900,Sagami Holdings Corporation,Retail Trade,score_below_cutoff,score_below_cutoff_v5
7033,"Management Solutions Co.,Ltd.",Services,ai_keyword_only,audited
2908,"FUJICCO CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
3036,ALCONIX CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1820,"Nishimatsu Construction Co.,Ltd.",Construction,ai_keyword_only,audited
7713,"SIGMA KOKI CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
6496,"NAKAKITA SEISAKUSHO CO.,LTD.",Machinery,ai_keyword_only,audited
4619,"Nihon Tokushu Toryo Co.,Ltd.",Chemicals,ai_keyword_only,audited
4812,DENTSU SOKEN INC.,Information & Communication,ai_keyword_only,audited
2286,"Hayashikane Sangyo Co.,Ltd.",Foods,already_represented_by_better_candidate,audited
3692,"FFRI Security,Inc.",Information & Communication,already_represented_by_better_candidate,audited
6994,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,ai_keyword_only,audited
6027,"Bengo4.com,Inc.",Services,ai_keyword_only,audited
3091,"BRONCO BILLY Co.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
1941,CHUDENKO CORPORATION,Construction,ai_keyword_only,audited
6247,"HISAKA WORKS,LTD.",Machinery,ai_keyword_only,audited
6627,"Tera Probe,Inc.",Electric Appliances,ai_keyword_only,audited
8237,"MATSUYA CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
2674,"HARD OFF CORPORATION Co.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
4975,JCU CORPORATION,Chemicals,ai_keyword_only,audited
6998,"Nippon Tungsten Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
4732,"USS Co.,Ltd.",Services,ai_keyword_only,audited
6466,"TVE Co.,Ltd.",Machinery,ai_keyword_only,audited
6149,"Odawara Engineering Co.,Ltd.",Machinery,ai_keyword_only,audited
7970,"Shin-Etsu Polymer Co.,Ltd.",Chemicals,ai_keyword_only,audited
6617,"TAKAOKA TOKO CO.,LTD.",Electric Appliances,ai_keyword_only,audited
9303,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,score_below_cutoff,score_below_cutoff_v5
2317,Systena Corporation,Information & Communication,ai_keyword_only,audited
4956,"KONISHI CO.,LTD.",Chemicals,ai_keyword_only,audited
1786,Oriental Shiraishi Corporation,Construction,ai_keyword_only,audited
9305,Yamatane Corporation,Wholesale Trade,already_represented_by_better_candidate,audited
9537,"HOKURIKU GAS CO.,LTD.",Electric Power and Gas,distress_or_quality_risk,audited
2819,"EBARA Foods Industry,Inc.",Foods,score_below_cutoff,score_below_cutoff_v5
6333,TEIKOKU CORPORATION,Machinery,ai_keyword_only,audited
6855,JAPAN ELECTRONIC MATERIALS CORPORATION,Electric Appliances,ai_keyword_only,audited
6966,"Mitsui High-tec,Inc.",Electric Appliances,ai_keyword_only,audited
8802,"Mitsubishi Estate Company,Limited",Real Estate,score_below_cutoff,score_below_cutoff_v5
9692,COMPUTER ENGINEERING & CONSULTING LTD.,Information & Communication,ai_keyword_only,audited
1720,"TOKYU CONSTRUCTION CO., LTD.",Construction,ai_keyword_only,audited
6165,"PUNCH INDUSTRY CO.,LTD.",Machinery,ai_keyword_only,audited
9166,GENDA Inc.,Services,ai_keyword_only,audited
9890,"MAKIYA CO.,LTD.",Retail Trade,distress_or_quality_risk,audited
7717,"V Technology Co.,Ltd.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
4392,"Future Innovation Group,Inc.",Information & Communication,ai_keyword_only,audited
9880,INNOTECH CORPORATION,Electric Appliances,ai_keyword_only,audited
3156,Restar Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6820,ICOM INCORPORATED,Electric Appliances,ai_keyword_only,audited
6677,"SK-Electronics CO.,LTD.",Electric Appliances,ai_keyword_only,audited
4384,RAKSUL INC.,Information & Communication,ai_keyword_only,audited
6742,"Kyosan Electric Manufacturing Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
7727,OVAL Corporation,Precision Instruments,score_below_cutoff,score_below_cutoff_v5
4816,"TOEI ANIMATION CO.,LTD.",Information & Communication,ai_keyword_only,audited
8285,"MITANI SANGYO CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1443,"Giken Holdings Co.,Ltd.",Construction,ai_keyword_only,audited
6061,"UNIVERSAL ENGEISHA CO.,LTD",Services,ai_keyword_only,audited
6055,"JAPAN MATERIAL Co.,Ltd.",Services,ai_keyword_only,audited
5802,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,ai_keyword_only,audited
3553,"KYOWA LEATHER CLOTH CO.,LTD.",Chemicals,ai_keyword_only,audited
8860,FUJI CORPORATION LIMITED,Real Estate,already_represented_by_better_candidate,audited
9338,INFORICH INC.,Services,ai_keyword_only,audited
9740,"CENTRAL SECURITY PATROLS CO.,LTD.",Services,ai_keyword_only,audited
8075,Shinsho Corporation,Wholesale Trade,already_represented_by_better_candidate,audited
7868,"KOSAIDO Holdings Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
2330,"Forside Co.,Ltd.",Information & Communication,ai_keyword_only,audited
2384,"SBS Holdings,Inc.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
7921,TAKARA & COMPANY LTD.,Other Products,score_below_cutoff,score_below_cutoff_v5
9928,"MIROKU JYOHO SERVICE CO.,LTD.",Information & Communication,ai_keyword_only,audited
3496,"AZOOM CO.,LTD",Real Estate,score_below_cutoff,score_below_cutoff_v5
2207,"MEITO CO.,LTD.",Foods,score_below_cutoff,score_below_cutoff_v5
6364,AIRMAN CORPORATION,Machinery,ai_keyword_only,audited
8052,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3177,"ARIGATOU SERVICES COMPANY,LIMITED",Retail Trade,distress_or_quality_risk,audited
5184,"NICHIRIN CO.,LTD.",Rubber Products,already_represented_by_better_candidate,audited
2489,Adways Inc.,Services,ai_keyword_only,audited
5333,NGK Corporation,Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
6744,NOHMI BOSAI LTD.,Electric Appliances,ai_keyword_only,audited
9902,NICHIDEN Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3159,"Maruzen CHI Holdings Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
7427,"ECHO TRADING CO.,LTD.",Wholesale Trade,distress_or_quality_risk,audited
1885,TOA CORPORATION,Construction,ai_keyword_only,audited
4461,DKS Co.Ltd.,Chemicals,ai_keyword_only,audited
4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals,ai_keyword_only,audited
4493,"Cyber Security Cloud,Inc.",Information & Communication,ai_keyword_only,audited
7730,"MANI,INC.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
6203,"Howa Machinery,Ltd.",Machinery,ai_keyword_only,audited
7247,MIKUNI CORPORATION,Transportation Equipment,already_represented_by_better_candidate,audited
4966,"C.Uyemura & Co.,Ltd.",Chemicals,ai_keyword_only,audited
4958,"T.HASEGAWA CO.,LTD.",Chemicals,ai_keyword_only,audited
4498,"Cybertrust Japan Co.,Ltd.",Information & Communication,ai_keyword_only,audited
5644,METALART CORPORATION,Iron and Steel,score_below_cutoff,score_below_cutoff_v5
9672,"TOKYOTOKEIBA CO.,LTD.",Services,ai_keyword_only,audited
5958,"SANYO INDUSTRIES,LTD.",Metal Products,distress_or_quality_risk,audited
9889,JBCC Holdings Inc.,Information & Communication,ai_keyword_only,audited
3107,"Daiwabo Holdings Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4165,"PLAID,Inc.",Information & Communication,ai_keyword_only,audited
4431,"Smaregi,Inc.",Information & Communication,ai_keyword_only,audited
4549,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
1815,TEKKEN CORPORATION,Construction,ai_keyword_only,audited
1952,"Shin Nippon Air Technologies Co.,Ltd.",Construction,ai_keyword_only,audited
1721,COMSYS Holdings Corporation,Construction,ai_keyword_only,audited
8151,TOYO Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1803,SHIMIZU CORPORATION,Construction,ai_keyword_only,audited
6134,FUJI CORPORATION,Machinery,ai_keyword_only,audited
3979,"ULURU.CO.,LTD.",Information & Communication,ai_keyword_only,audited
9896,"JK Holdings Co.,Ltd.",Wholesale Trade,already_represented_by_better_candidate,audited
2760,TOKYO ELECTRON DEVICE LIMITED,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1879,SHINNIHON CORPORATION,Construction,ai_keyword_only,audited
5801,"Furukawa Electric Co.,Ltd.",Nonferrous Metals,ai_keyword_only,audited
9227,"Microwave Chemical Co.,Ltd.",Services,ai_keyword_only,audited
5726,"OSAKA Titanium technologies Co.,Ltd.",Nonferrous Metals,ai_keyword_only,audited
6882,"Sansha Electric Manufacturing Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
8244,"Kintetsu Department Store CO.,Ltd.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
9982,"Takihyo Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
9301,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service,score_below_cutoff,score_below_cutoff_v5
1938,"NIPPON RIETEC CO.,LTD.",Construction,ai_keyword_only,audited
2353,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
1860,TODA CORPORATION,Construction,ai_keyword_only,audited
2666,"AUTOWAVE Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
6493,NITTAN Corporation,Transportation Equipment,already_represented_by_better_candidate,audited
9248,"People, Dreams & Technologies Group Co.,Ltd.",Services,ai_keyword_only,audited
8891,"AMG HOLDINGS CO.,LTD.",Real Estate,already_represented_by_better_candidate,audited
6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
4046,"OSAKA SODA CO.,LTD.",Chemicals,ai_keyword_only,audited
8135,ZETT CORPORATION,Wholesale Trade,distress_or_quality_risk,audited
8919,"KATITAS CO.,LTD",Real Estate,score_below_cutoff,score_below_cutoff_v5
4107,ISE CHEMICALS CORPORATION,Chemicals,ai_keyword_only,audited
7608,"SK JAPAN CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
5280,"Yoshicon Co.,Ltd.",Real Estate,already_represented_by_better_candidate,audited
6317,Kitagawa Corporation,Machinery,ai_keyword_only,audited
1944,KINDEN CORPORATION,Construction,ai_keyword_only,audited
4686,JUSTSYSTEMS CORPORATION,Information & Communication,ai_keyword_only,audited
6490,PILLAR Corporation,Machinery,ai_keyword_only,audited
6507,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,ai_keyword_only,audited
9341,"GENOVA,Inc.",Services,ai_keyword_only,audited
9629,PCA CORPORATION,Information & Communication,ai_keyword_only,audited
9793,"Daiseki Co.,Ltd.",Services,ai_keyword_only,audited
7609,"Daitron Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4763,"CREEK & RIVER Co.,Ltd.",Services,ai_keyword_only,audited
6626,SEMITEC Corporation,Electric Appliances,ai_keyword_only,audited
1976,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,ai_keyword_only,audited
2216,Kanro Inc.,Foods,score_below_cutoff,score_below_cutoff_v5
4465,"Niitaka Co., Ltd.",Chemicals,ai_keyword_only,audited
1926,"RAITO KOGYO CO.,LTD.",Construction,ai_keyword_only,audited
1871,"PS Construction Co.,Ltd.",Construction,ai_keyword_only,audited
8117,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6286,SEIKO CORPORATION,Machinery,ai_keyword_only,audited
7521,"MUSASHI CO.,LTD.",Wholesale Trade,distress_or_quality_risk,audited
2737,TOMEN DEVICES CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6947,ZUKEN INC.,Electric Appliances,ai_keyword_only,audited
3741,"Systems Engineering Consultants Co.,LTD.",Information & Communication,ai_keyword_only,audited
1930,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",Construction,ai_keyword_only,audited
9324,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,score_below_cutoff,score_below_cutoff_v5
4595,"MIZUHO MEDY CO.,LTD.",Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
3433,"TOCALO Co.,Ltd.",Metal Products,score_below_cutoff,score_below_cutoff_v5
7525,RIX CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
5285,YAMAX Corp.,Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
6834,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
4684,"OBIC Co.,Ltd.",Information & Communication,ai_keyword_only,audited
9467,"AlphaPolis Co.,Ltd.",Information & Communication,ai_keyword_only,audited
3139,"Lacto Japan Co.,Ltd.",Wholesale Trade,value_trap_risk,audited
1951,"EXEO Group,Inc.",Construction,ai_keyword_only,audited
