code_n,code,company_name,sector,transformation_score,emerging_score,dual_combined_score,bridge_score,transformation_grade,emerging_grade,role_candidate,final_role,ai_keyword_only_flag,low_pbr_only_flag,base_hard_exclusion_flag
6823,6823,"RION CO.,LTD.",Electric Appliances,56.15311852789576,19.08223076923077,37.617674648563266,66.88421519034267,C,D,Bridge / Diversifier,,True,False,False
3950,3950,THE PACK CORPORATION,Pulp and Paper,53.48819209217971,14.26671153846154,33.877451815320626,65.41850565069885,C,C,Bridge / Diversifier,,False,False,False
8014,8014,"CHORI CO.,LTD.",Wholesale Trade,54.352318984651625,13.24551923076923,33.798919107710425,65.8937754415584,C,C,Bridge / Diversifier,,False,False,False
6381,6381,ANEST IWATA Corporation,Machinery,59.990240142801966,20.495365384615383,40.242802763708674,66.94917753308654,C,D,Bridge / Diversifier,,True,False,False
4097,4097,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,63.52700932732727,15.897865384615386,39.71243735597133,79.12167331184818,C,D,Bridge / Diversifier,,True,False,False
4092,4092,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,62.70335503010898,11.12596153846154,36.91465828428526,68.44139072110539,C,D,Bridge / Diversifier,,True,False,False
6651,6651,NITTO KOGYO CORPORATION,Electric Appliances,59.561239333217,18.932923076923075,39.24708120507004,68.75868163326936,C,D,Bridge / Diversifier,,True,False,False
2124,2124,"JAC Recruitment Co.,Ltd.",Services,66.14860752075879,28.828826923076917,47.48871722191785,80.56355231823551,B,D,Transformation Core,,True,False,False
8154,8154,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,52.57160891020979,15.56928846153846,34.070448685874126,64.91438490061539,C,C,Bridge / Diversifier,,False,False,False
9468,9468,KADOKAWA CORPORATION,Information & Communication,49.32995892398148,20.631711538461538,34.980835231221505,63.131477408189824,C,D,Bridge / Diversifier,,True,False,False
6200,6200,"Insource Co.,Ltd.",Services,63.187702849502735,25.020519230769224,44.104111040135976,78.9350547490447,C,D,Bridge / Diversifier,,True,False,False
4095,4095,"NIHON PARKERIZING CO.,LTD.",Chemicals,50.40642835210003,17.59844230769231,34.00243532989617,61.67808104820048,C,D,Bridge / Diversifier,,True,False,False
6877,6877,Obara Group Incorporated,Electric Appliances,42.34342829272495,16.7185,29.530964146362475,59.288885560998736,C,D,Bridge / Diversifier,,True,False,False
4967,4967,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,48.028782206381834,21.38553846153846,34.70716033396015,62.41583021351002,C,D,Bridge / Diversifier,,True,False,False
4113,4113,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals,80.46073166252728,10.923884615384615,45.69230813895595,88.43522059620818,A,D,Transformation Core,,True,False,False
6277,6277,HOSOKAWA MICRON CORPORATION,Machinery,55.72688670941785,18.403115384615383,37.065001047016615,66.64978769017982,C,D,Bridge / Diversifier,,True,False,False
5563,5563,"Nippon Denko Co.,Ltd.",Iron and Steel,59.88294458710661,10.041673076923075,34.96230883201484,66.8901649774541,C,C,Bridge / Diversifier,,False,False,False
3360,3360,"SHIP HEALTHCARE HOLDINGS,INC.",Wholesale Trade,60.331072389442994,14.206365384615385,37.26871888702919,69.18208981419366,C,C,Bridge / Diversifier,,False,False,False
6315,6315,TOWA CORPORATION,Machinery,55.345060990697704,73.43086538461539,64.38796318765654,76.38697596153847,C,B,Emerging Core,Emerging Core,False,False,False
2753,2753,"AMIYAKI TEI CO.,LTD.",Retail Trade,68.77795469840352,19.284596153846152,44.03127542612483,82.00969326594011,B,C,Transformation Core,,False,False,False
6135,6135,"Makino Milling Machine Co.,Ltd.",Machinery,53.96523930091248,17.564615384615387,35.76492734276393,73.86269979732005,C,D,Bridge / Diversifier,,True,False,False
8848,8848,LEOPALACE21 CORPORATION,Real Estate,55.862984989569945,17.098384615384617,36.480684802477285,66.72464174426348,C,C,Bridge / Diversifier,,False,False,False
5698,5698,ENVIPRO HOLDINGS Inc.,Iron and Steel,59.172708844681466,12.12476923076923,35.64873903772535,68.54498986457482,C,C,Bridge / Diversifier,,False,False,False
3501,3501,"SUMINOE Co.,Ltd.",Textiles and Apparels,59.37367706493643,15.517153846153844,37.44541545554514,76.83734056753322,C,C,Bridge / Diversifier,,False,False,False
7414,7414,"ONOKEN CO.,LTD.",Wholesale Trade,56.01313757134955,9.695384615384617,32.854261093367086,74.98904384606044,C,C,Bridge / Diversifier,,False,False,False
7871,7871,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,68.18145384328659,15.145442307692306,41.66344807548945,81.68161779562581,B,D,Transformation Core,,True,False,False
6544,6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,66.34050676443408,25.75061538461538,46.04556107452473,80.66909690225692,B,D,Transformation Core,,True,False,False
4784,4784,"GMO internet,Inc.",Services,70.49365866074062,24.794134615384607,47.643896638062614,82.95333044522553,B,D,Transformation Core,,True,False,False
7856,7856,HAGIHARA INDUSTRIES INC.,Other Products,57.59553751433776,13.700153846153844,35.6478456802458,67.67754563288578,C,C,Bridge / Diversifier,,False,False,False
6925,6925,USHIO INC.,Electric Appliances,48.257149841302855,19.32357692307692,33.79036338218989,62.54143241271658,C,D,Bridge / Diversifier,,True,False,False
2053,2053,"CHUBU SHIRYO CO.,LTD.",Foods,67.77960873493556,9.165365384615384,38.472487059775474,73.27878480421458,B,C,Transformation Core,,False,False,False
6547,6547,"GREENS CO.,LTD.",Services,74.59469531336993,23.275038461538458,48.93486688745419,85.20890060417165,B,D,Transformation Core,,True,False,False
3546,3546,"Alleanza Holdings Co.,Ltd.",Retail Trade,69.33076037269554,19.35640384615385,44.34358210942469,82.31373638680073,B,C,Transformation Core,,False,False,False
7839,7839,"SHOEI CO.,LTD.",Other Products,54.60999624784156,17.540711538461537,36.075353893151544,66.03549793631286,C,C,Bridge / Diversifier,,False,False,False
4548,4548,SEIKAGAKU CORPORATION,Pharmaceutical,55.98989486335566,16.557692307692307,36.27379358552398,74.9762603566638,C,C,Bridge / Diversifier,,False,False,False
6309,6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,48.30668404352404,14.399211538461536,31.352947790992783,62.568676223938226,C,D,Bridge / Diversifier,,True,False,False
7224,7224,"ShinMaywa Industries,LTD.",Transportation Equipment,60.113891182335095,14.667846153846154,37.390868668090626,69.06264015028431,C,C,Bridge / Diversifier,,False,False,False
9119,9119,"IINO KAIUN KAISHA,LTD.",Marine Transportation,51.6913410044341,9.573326923076923,30.632333963755514,62.38478300698422,D,C,Bridge / Diversifier,,False,True,False
9143,9143,"SG HOLDINGS CO.,LTD.",Land Transportation,46.46145378354172,15.1485,30.80497689177086,59.508345035493406,C,C,Bridge / Diversifier,,False,False,False
3236,3236,"PROPERST CO.,LTD.",Real Estate,76.30647028373309,9.040980769230767,42.67372552648193,86.15037683787139,B,C,Transformation Core,,False,False,False
4189,4189,"KH Neochem Co.,Ltd.",Chemicals,59.03410616959492,12.604884615384613,35.81949539248977,68.46875839327721,C,D,Bridge / Diversifier,,True,False,False
1379,1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",72.94180648204927,17.08630769230769,45.014057087178486,76.11799356512711,B,C,Transformation Core,,False,False,False
5578,5578,"AR advanced technology,Inc.",Information & Communication,64.28401643487098,17.360615384615386,40.82231590974318,79.53802722099722,C,D,Bridge / Diversifier,,True,False,False
4722,4722,Future Corporation,Information & Communication,44.74756505270251,22.27857692307692,33.51307098788972,60.61116077898639,C,D,Bridge / Diversifier,,True,False,False
2195,2195,"AMITA HOLDINGS CO.,LTD.",Services,35.361045149506914,20.856884615384608,28.10896488244576,55.448574832228815,C,D,Bridge / Diversifier,,True,False,False
5243,5243,note inc.,Information & Communication,51.00113262143135,19.640346153846153,35.32073938763875,72.23244112360543,C,D,Bridge / Diversifier,,True,False,False
1419,1419,"Tama Home Co.,Ltd.",Construction,42.169044013637745,15.291269230769233,28.730156622203488,59.19297420750077,C,D,Bridge / Diversifier,,True,False,False
7715,7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,57.069462488766675,18.08123076923077,37.57534662899872,67.38820436882168,C,C,Bridge / Diversifier,,False,False,False
9991,9991,GECOSS CORPORATION,Wholesale Trade,71.57281661843761,13.120653846153846,42.34673523229573,81.50141277650432,B,C,Transformation Core,,False,False,False
6858,6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,61.79808756338952,17.036057692307693,39.41707262784861,78.17076634168242,C,D,Bridge / Diversifier,,True,False,False
8283,8283,PALTAC CORPORATION,Wholesale Trade,52.56268680406258,12.12625,32.34446840203129,64.90947774223443,C,C,Bridge / Diversifier,,False,False,False
6489,6489,"Maezawa Industries,Inc.",Machinery,62.85865386668095,16.022596153846152,39.44062501026355,68.52680508121999,C,D,Bridge / Diversifier,,True,False,False
6258,6258,HIRATA Corporation,Machinery,57.581898935534696,13.627692307692309,35.604795621613505,67.6700444145441,C,D,Bridge / Diversifier,,True,False,False
6590,6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,36.0825586322294,18.483519230769225,27.283038931499313,55.84540724772618,C,D,Bridge / Diversifier,,True,False,False
1435,1435,robot home Inc.,Real Estate,50.2739885874852,13.921173076923075,32.09758083220414,63.65069372311687,C,D,Bridge / Diversifier,,True,False,False
6458,6458,SINKO INDUSTRIES LTD.,Machinery,56.53880729056974,18.126269230769225,37.33253826066948,67.09634400981336,C,D,Bridge / Diversifier,,True,False,False
9110,9110,"NS United Kaiun Kaisha,Ltd.",Marine Transportation,59.57800513131696,8.314730769230769,33.94636795027386,66.7224482767698,C,C,Bridge / Diversifier,,False,False,False
1899,1899,FUKUDA CORPORATION,Construction,48.48097585240728,7.606173076923078,28.043574464665177,62.66453671882401,C,D,Bridge / Diversifier,,True,False,False
5344,5344,"MARUWA CO.,LTD.",Glass and Ceramics Products,61.9719135207832,18.196153846153848,40.084033683468526,70.08455243643077,C,C,Bridge / Diversifier,,False,False,False
5902,5902,HOKKAN HOLDINGS LIMITED,Metal Products,82.01940046737758,13.668173076923075,47.84378677215032,89.29248843887585,A,C,Transformation Core,Transformation Core,False,False,False
6505,6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,58.90489736968958,14.291769230769232,36.598333300229406,74.5340571896929,C,D,Bridge / Diversifier,,True,False,False
6455,6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,64.11262107402558,15.002826923076926,39.55772399855125,69.21648704525953,C,C,Bridge / Diversifier,,False,False,False
8074,8074,"YUASA CO.,LTD.",Wholesale Trade,56.721778176615544,13.620153846153846,35.17096601138469,67.19697799713856,C,C,Bridge / Diversifier,,False,False,False
6498,6498,KITZ CORPORATION,Machinery,50.821149031744106,18.67555769230769,34.748353362025895,63.951631967459264,C,D,Bridge / Diversifier,,True,False,False
2982,2982,"A.D.Works Group Co.,Ltd.",Real Estate,24.75248534085644,9.268730769230768,17.010608055043605,49.61386693747105,C,C,Bridge / Diversifier,,False,False,False
7729,7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,58.48800325609752,18.80451923076923,38.64626124343337,76.35021997267182,C,C,Bridge / Diversifier,,False,False,False
6249,6249,"Gamecard Holdings,Inc.",Machinery,69.04395972499339,14.41694230769231,41.73045101634285,82.15599603056455,B,D,Transformation Core,,True,False,False
4974,4974,TAKARA BIO INC.,Chemicals,50.94068647461957,18.446076923076923,34.69338169884824,64.01737756104077,C,D,Bridge / Diversifier,,True,False,False
4366,4366,Daito Chemix Corporation,Chemicals,67.57478015523611,8.163442307692307,37.86911123146421,81.34794726719804,B,D,Transformation Core,,True,False,False
5381,5381,Mipox Corporation,Glass and Ceramics Products,62.88159181866888,15.25353846153846,39.06756514010367,70.58487550026788,C,C,Bridge / Diversifier,,False,False,False
4951,4951,S.T.CORPORATION,Chemicals,58.63615032583566,17.927749999999996,38.28195016291782,74.38624631557325,C,D,Bridge / Diversifier,,True,False,False
6965,6965,HAMAMATSU PHOTONICS K.K.,Electric Appliances,43.955717070681914,16.269,30.112358535340956,60.17564438887506,C,D,Bridge / Diversifier,,True,False,False
9768,9768,"IDEA Consultants,Inc.",Services,55.01562419546812,20.665173076923075,37.8403986361956,72.39495694387111,C,D,Bridge / Diversifier,,True,False,False
8095,8095,"Astena Holdings Co.,Ltd.",Wholesale Trade,65.02247923914447,17.335538461538462,41.17900885034147,79.94418176334764,B,C,Transformation Core,,False,False,False
6262,6262,"PEGASUS CO.,LTD.",Machinery,57.66108373571256,15.370576923076923,36.515830329394745,75.89541423646008,C,D,Bridge / Diversifier,,True,False,False
6859,6859,ESPEC CORP.,Electric Appliances,56.29637979917776,19.05607692307692,37.67622836112734,66.96300888954778,C,D,Bridge / Diversifier,,True,False,False
4071,4071,"Plus Alpha Consulting Co.,LTD.",Information & Communication,62.86054886190835,20.143269230769228,41.501909046338795,78.75512005586778,C,D,Bridge / Diversifier,,True,False,False
5302,5302,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products,49.48330897515533,11.07228846153846,30.277798718346897,61.170365390880896,C,C,Bridge / Diversifier,,False,False,False
1719,1719,HAZAMA ANDO CORPORATION,Construction,41.10293071210554,9.527769230769229,25.315349971437385,58.606611891658055,C,D,Bridge / Diversifier,,True,False,False
9364,9364,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,49.973619149035365,12.4125,31.193059574517683,57.34912689560582,C,C,Bridge / Diversifier,,False,False,False
2935,2935,"PICKLES HOLDINGS CO.,LTD.",Foods,69.14462058194593,12.639923076923075,40.892271829434506,82.21135950188844,B,C,Transformation Core,,False,False,False
5991,5991,"NHK SPRING CO.,LTD.",Metal Products,66.20791836925574,15.063211538461536,40.63556495385863,80.59617328490884,B,C,Transformation Core,,False,False,False
3632,3632,"GREE Holdings,Inc.",Information & Communication,35.78920916279094,18.368923076923075,27.079066119857007,55.68406503953503,C,D,Bridge / Diversifier,,True,False,False
6323,6323,RORZE CORPORATION,Machinery,64.68912025139879,20.41165384615384,42.550387048776315,79.76083432008753,C,D,Bridge / Diversifier,,True,False,False
6273,6273,SMC CORPORATION,Machinery,48.10864096610178,20.63651923076923,34.372580098435506,62.45975253135599,C,D,Bridge / Diversifier,,True,False,False
9025,9025,"Konoike Transport Co.,Ltd.",Land Transportation,66.1044902097185,14.35003846153846,40.22726433562848,72.3574696153452,B,C,Transformation Core,,False,False,False
6597,6597,HPC SYSTEMS Inc.,Electric Appliances,69.17247323824824,15.6575,42.41498661912412,74.04486028103653,B,D,Transformation Core,,True,False,False
7071,7071,"Amvis Holdings,Inc.",Services,46.54507444307554,22.507615384615377,34.52634491384546,61.59979094369156,C,D,Bridge / Diversifier,,True,False,False
8084,8084,RYODEN CORPORATION,Wholesale Trade,60.384780375895474,11.769596153846155,36.07718826487081,69.21162920674251,C,C,Bridge / Diversifier,,False,False,False
7840,7840,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,66.74142973521981,20.428846153846155,43.58513794453298,80.88960453618907,B,C,Transformation Core,,False,False,False
9876,9876,"COX CO.,LTD.",Retail Trade,53.595895659881144,0.0,26.797947829940572,73.6595607947528,D,D,Rejected,,False,False,True
4251,4251,KEIWA Incorporated,Chemicals,63.47729641339147,16.269615384615378,39.873455899003424,68.86705848191077,C,D,Bridge / Diversifier,,True,False,False
4725,4725,CAC Holdings Corporation,Information & Communication,33.91864927835677,18.589557692307693,26.25410348533223,52.609802557641686,C,D,Bridge / Diversifier,,True,False,False
4475,4475,HENNGE K.K.,Information & Communication,70.0730776354304,20.446615384615384,45.25984651002289,82.7220108813049,B,D,Transformation Core,,True,False,False
8141,8141,"Shinko Shoji Co.,Ltd.",Wholesale Trade,53.70466875011759,8.066903846153846,30.88578629813572,65.53756781256469,C,C,Bridge / Diversifier,,False,False,False
9744,9744,MEITEC Group Holdings Inc.,Services,46.72541392709568,26.095999999999997,36.41070696354784,61.69897765990263,C,D,Bridge / Diversifier,,True,False,False
3640,3640,"DENSAN CO.,LTD.",Information & Communication,69.09910343636838,16.498442307692308,42.79877287203034,82.18632507182079,B,D,Transformation Core,,True,False,False
3299,3299,"MUGEN ESTATE Co.,Ltd.",Real Estate,19.536672386646032,12.053961538461538,15.795316962553784,46.74516981265533,C,C,Bridge / Diversifier,,False,False,False
6016,6016,Japan Engine Corporation,Transportation Equipment,69.5662013909675,13.15876923076923,41.362485310868365,74.26141076503214,B,C,Transformation Core,,False,False,False
5192,5192,Mitsuboshi Belting Ltd.,Rubber Products,51.634758826687474,17.572173076923075,34.603465951805276,64.39911735467811,C,C,Bridge / Diversifier,,False,False,False
1934,1934,YURTEC CORPORATION,Construction,62.683095218765104,10.424865384615384,36.553980301690245,70.47570237032082,C,D,Bridge / Diversifier,,True,False,False
6036,6036,"KeePer Technical Laboratory Co.,Ltd.",Services,45.23286521460793,25.062134615384608,35.147499914996274,60.87807586803437,C,D,Bridge / Diversifier,,True,False,False
9401,9401,"TBS HOLDINGS,INC.",Information & Communication,44.70098337422621,17.618115384615386,31.1595493794208,60.585540855824426,C,D,Bridge / Diversifier,,True,False,False
3093,3093,"Treasure Factory Co.,LTD.",Retail Trade,53.739650143053176,21.21157692307693,37.47561353306505,73.73862576049743,C,C,Bridge / Diversifier,,False,False,False
3445,3445,"RS Technologies Co.,Ltd.",Metal Products,45.75795321802907,14.792346153846152,30.275149685937613,61.166874269916,C,C,Bridge / Diversifier,,False,False,False
6420,6420,GALILEI CO.LTD.,Machinery,52.94143499633653,17.70157692307692,35.32150595970673,65.1177892479851,C,D,Bridge / Diversifier,,True,False,False
9621,9621,"CTI Engineering Co.,Ltd.",Services,42.72663720497929,24.211653846153844,33.46914552556657,57.45419591728407,C,D,Bridge / Diversifier,,True,False,False
8252,8252,"MARUI GROUP CO.,LTD.",Retail Trade,34.140190547186776,19.995634615384617,27.067912581285697,62.95892298277091,C,C,Bridge / Diversifier,,False,False,False
6508,6508,MEIDENSHA CORPORATION,Electric Appliances,75.52363176515104,19.16813461538461,47.34588319026783,85.71981565265125,B,D,Transformation Core,,True,False,False
3916,3916,Digital Information Technologies Corporation,Information & Communication,64.83148535998679,18.590634615384616,41.7110599876857,79.83913512981091,C,D,Bridge / Diversifier,,True,False,False
4025,4025,"TAKI CHEMICAL CO.,LTD.",Chemicals,48.77404815770485,11.787019230769232,30.28053369423704,60.78027194128313,C,D,Bridge / Diversifier,,True,False,False
6804,6804,Hosiden Corporation,Electric Appliances,11.426842735557138,14.077923076923078,12.752382906240108,43.7428576923077,C,D,Bridge / Diversifier,,True,False,False
7512,7512,Aeon Hokkaido Corporation,Retail Trade,60.87647233876331,19.167115384615386,40.021793861689346,77.663877968138,C,C,Bridge / Diversifier,,False,False,False
9347,9347,"NIPPON KANZAI Holdings Co.,Ltd.",Services,34.69817559843177,26.309942307692303,30.504058953062035,55.08399657913748,C,D,Bridge / Diversifier,,True,False,False
3151,3151,"VITAL KSK HOLDINGS,INC.",Wholesale Trade,20.243735980336723,12.696576923076924,16.470156451706824,47.13405478918521,C,C,Bridge / Diversifier,,False,False,False
5965,5965,FUJIMAK CORPORATION,Metal Products,61.53405610780002,0.0,30.76702805390001,78.02554904110819,D,D,Rejected,,False,False,True
7989,7989,TACHIKAWA CORPORATION,Metal Products,55.68534784578404,16.95469230769231,36.320020076738174,64.58148676972668,C,C,Bridge / Diversifier,,False,False,False
9612,9612,"LUCKLAND CO.,LTD.",Services,82.94389495035472,20.080403846153843,51.51214939825428,89.80096040451328,A,D,Transformation Core,,True,False,False
9267,9267,"Genky DrugStores Co.,Ltd.",Retail Trade,58.063366769016845,15.693576923076922,36.878471846046885,65.88939717750472,C,C,Bridge / Diversifier,,False,False,False
7800,7800,"Amifa Co.,Ltd.",Other Products,73.26734959149267,16.200884615384613,44.73411710343864,84.47886045713915,B,C,Transformation Core,,False,False,False
3245,3245,"DEAR LIFE CO.,LTD.",Real Estate,64.55933390992855,10.860903846153844,37.7101188780412,71.50763365046072,C,C,Bridge / Diversifier,,False,False,False
4673,4673,"Kawasaki Geological Engineering Co.,Ltd.",Services,31.720436753363117,18.37024999999999,25.04534337668155,59.58260385071335,C,D,Bridge / Diversifier,,True,False,False
8830,8830,"Sumitomo Realty & Development Co.,Ltd.",Real Estate,58.66772329205037,17.151326923076923,37.909525107563645,68.26724781062771,C,C,Bridge / Diversifier,,False,False,False
4212,4212,Sekisui Jushi Corporation,Chemicals,46.23220837431204,14.958480769230768,30.595344571771403,59.38226006041708,C,D,Bridge / Diversifier,,True,False,False
9601,9601,"Shochiku Co.,Ltd.",Information & Communication,62.28789701987824,16.999942307692308,39.64391966378528,70.25834336093305,C,D,Bridge / Diversifier,,True,False,False
8131,8131,"Mitsuuroko Group Holdings Co.,Ltd.",Wholesale Trade,60.192967630396495,13.052307692307693,36.622637661352094,67.06067765126353,C,C,Bridge / Diversifier,,False,False,False
7003,7003,"MITSUI E&S Co.,Ltd.",Machinery,48.16215710277564,14.267365384615388,31.214761243695513,62.48918640652661,C,D,Bridge / Diversifier,,True,False,False
5444,5444,"YAMATO KOGYO CO.,LTD.",Iron and Steel,50.1279022013168,11.89675,31.0123261006584,61.524891665269706,C,C,Bridge / Diversifier,,False,False,False
3076,3076,Ai Holdings Corporation,Wholesale Trade,30.656717006126932,18.295153846153845,24.47593542614039,52.861194353369825,C,C,Bridge / Diversifier,,False,False,False
5915,5915,KOMAIHALTEC Inc.,Metal Products,65.22254231068663,7.780499999999999,36.50152115534332,69.82694372542312,B,C,Transformation Core,,False,False,False
7318,7318,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,30.02650786894592,10.493,20.25975393447296,50.46912478246571,C,C,Bridge / Diversifier,,False,False,False
3179,3179,"Syuppin Co.,Ltd.",Retail Trade,40.16617899939088,13.493846153846151,26.830012576618515,64.22776208602862,C,C,Bridge / Diversifier,,False,False,False
5461,5461,"Chubu Steel Plate Co.,Ltd.",Iron and Steel,52.61030591226055,8.180942307692307,30.395624109976428,62.89021370628876,C,C,Bridge / Diversifier,,False,False,False
7435,7435,"NADEX CO.,LTD.",Wholesale Trade,58.49825161421538,12.047230769230769,35.27274119172307,76.35585656963664,D,C,Bridge / Diversifier,,False,True,False
8160,8160,"KISOJI CO.,LTD.",Retail Trade,48.689436802494406,21.11111538461538,34.90027609355489,70.96100842319011,C,C,Bridge / Diversifier,,False,False,False
4928,4928,"Noevir Holdings Co.,Ltd.",Chemicals,55.205980085110106,21.411538461538463,38.30875927332429,74.54510722862874,C,D,Bridge / Diversifier,,True,False,False
9759,9759,"NSD CO.,LTD.",Information & Communication,51.526730358934216,19.125442307692303,35.326086333313256,64.33970169741383,C,D,Bridge / Diversifier,,True,False,False
5957,5957,"NITTOSEIKO CO.,LTD.",Metal Products,63.13656314114025,14.859596153846152,38.9980796474932,78.90692790944533,C,C,Bridge / Diversifier,,False,False,False
7976,7976,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products,38.69631996706885,19.112865384615382,28.904592675842117,57.28297598188787,C,C,Bridge / Diversifier,,False,False,False
6226,6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,42.94040032956574,15.806634615384615,29.37351747247518,59.61722018126117,C,D,Bridge / Diversifier,,True,False,False
6622,6622,DAIHEN CORPORATION,Electric Appliances,53.773189786277634,49.13240384615384,51.45279681621574,73.75707256427089,C,C,Bridge / Diversifier,,False,False,False
9514,9514,EF-ON INC.,Electric Power and Gas,65.95112004240806,7.324826923076922,36.637973482742495,80.45493420514262,B,C,Transformation Core,,False,False,False
7716,7716,NAKANISHI INC.,Precision Instruments,51.25200479331917,19.65951923076923,35.455762012044204,64.18860263632556,C,C,Bridge / Diversifier,,False,False,False
7128,7128,UNISOL Holdings Corporation,Wholesale Trade,65.47483651662583,13.64376923076923,39.55930287369753,80.19297826596238,B,C,Transformation Core,,False,False,False
7821,7821,"MAEDA KOSEN CO.,LTD.",Other Products,68.82253899487482,17.17373076923077,42.9981348820528,73.85239644718116,B,C,Transformation Core,,False,False,False
5351,5351,"SHINAGAWA REFRA CO.,LTD.",Glass and Ceramics Products,51.83507698960919,15.241384615384613,33.538230802496905,64.50929234428506,C,C,Bridge / Diversifier,,False,False,False
2109,2109,"Mitsui DM Sugar Co.,Ltd.",Foods,61.07220616556981,13.4385,37.25535308278491,69.58971339106341,C,C,Bridge / Diversifier,,False,False,False
6741,6741,"Nippon Signal Company,Limited",Electric Appliances,52.26381886172463,15.01886538461538,33.641342123170006,62.69964582849401,C,D,Bridge / Diversifier,,True,False,False
4275,4275,"Carlit Co.,Ltd.",Chemicals,57.703658139083835,13.268019230769234,35.485838684926534,67.73701197649612,C,D,Bridge / Diversifier,,True,False,False
9960,9960,TOTECH CORPORATION,Wholesale Trade,67.86307929469285,18.313346153846155,43.0882127242695,73.32469361208108,B,C,Transformation Core,,False,False,False
7564,7564,"WORKMAN CO.,LTD.",Retail Trade,39.58548962622548,15.1995,27.39249481311274,49.59020111260584,C,C,Bridge / Diversifier,,False,False,False
3922,3922,PR TIMES Corporation,Information & Communication,66.13603350302228,19.787576923076927,42.9618052130496,80.55663660848043,B,D,Transformation Core,,True,False,False
6197,6197,Solasto Corporation,Services,56.073781112794826,24.099711538461538,40.086746325628184,66.84057961203716,C,D,Bridge / Diversifier,,True,False,False
2112,2112,"Ensuiko Sugar Refining Co.,Ltd.",Foods,77.40374945583511,10.050365384615384,43.72705742022525,86.75388038252748,B,C,Transformation Core,Bridge / Diversifier,False,False,False
2980,2980,SRE Holdings Corporation,Real Estate,32.08026591328397,15.478096153846153,23.77918103356506,53.644146252306186,C,C,Bridge / Diversifier,,False,False,False
4554,4554,"Fuji Pharma Co.,Ltd.",Pharmaceutical,52.61334995965958,17.007211538461537,34.81028074906056,64.93734247781278,C,C,Bridge / Diversifier,,False,False,False
3844,3844,COMTURE CORPORATION,Information & Communication,44.94171514024857,17.201596153846154,31.07165564704736,60.71794332713672,C,D,Bridge / Diversifier,,True,False,False
4972,4972,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,67.65612695713793,17.14265384615384,42.39939040164589,73.21086982642586,B,D,Transformation Core,,True,False,False
3878,3878,TOMOEGAWA CORPORATION,Chemicals,57.46452966496067,13.450865384615383,35.45769752478803,75.78730949754654,C,D,Bridge / Diversifier,,True,False,False
6861,6861,KEYENCE CORPORATION,Electric Appliances,48.312828374173975,23.349442307692307,35.831135340933145,62.5720556057957,C,D,Bridge / Diversifier,,True,False,False
7476,7476,AS ONE CORPORATION,Wholesale Trade,52.34408819363984,15.28076923076923,33.812428712204536,64.78924850650192,C,C,Bridge / Diversifier,,False,False,False
7944,7944,Roland Corporation,Other Products,51.31820287802889,21.050884615384614,36.18454374670675,64.2250115829159,C,C,Bridge / Diversifier,,False,False,False
9713,9713,"THE ROYAL HOTEL,LIMITED",Services,57.633152552722514,7.553307692307683,32.593230122515095,75.88005208581556,D,D,Rejected,,True,False,True
6266,6266,"TAZMO CO.,LTD.",Machinery,65.86581100776601,15.77534615384615,40.820578580806085,72.22619605427133,B,D,Transformation Core,,True,False,False
3388,3388,"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",Wholesale Trade,56.06079973192729,10.985903846153844,33.52335178904057,72.96980348892365,C,C,Bridge / Diversifier,,False,False,False
2702,2702,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade,65.40513317651491,15.092884615384612,40.24900889594976,80.15464142890139,B,C,Transformation Core,,False,False,False
6727,6727,"Wacom Co.,Ltd.",Electric Appliances,69.17199001197883,18.91348076923077,44.0427353906048,82.22641268840654,B,D,Transformation Core,,True,False,False
7456,7456,"MATSUDA SANGYO Co.,Ltd.",Wholesale Trade,28.275754144333376,12.08001923076923,20.177886687551304,51.551664779383366,C,C,Bridge / Diversifier,,False,False,False
