code_n,code,company_name,sector,phase2_rank,phase2_confidence_score,transformation_score,emerging_score,transformation_quant_evidence_level,emerging_disclosure_level,final_evidence_level,transformation_grade,emerging_grade,role_candidate,final_role,ai_infrastructure_category,close,avg_trading_value_60d
9716,9716,"NOMURA Co.,Ltd.",Services,594,0.8800000000000001,67.9002684333083,21.862730769230765,3,1,3,B,D,Transformation Core,,,1095.0,403327315.0
6856,6856,"HORIBA,Ltd.",Electric Appliances,595,1.08,58.51424453094858,21.964403846153843,1,1,1,C,D,Bridge / Diversifier,,,26605.0,4397332916.666667
9556,9556,INTLOOP Inc.,Services,596,1.08,59.06611759112541,23.52286538461538,2,1,2,C,D,Bridge / Diversifier,,,1793.0,228855426.66666663
7679,7679,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade,597,1.08,50.2364818713112,14.713076923076922,1,0,1,C,C,Bridge / Diversifier,,,1678.0,74198498.33333333
7513,7513,"Kojima Co.,Ltd.",Retail Trade,598,1.08,55.03427028595643,19.508769230769232,3,0,3,C,C,Bridge / Diversifier,,,1346.0,211400388.33333337
7987,7987,"NAKABAYASHI CO.,LTD.",Other Products,599,1.08,70.57136949714626,16.186423076923077,3,0,3,B,C,Transformation Core,,,552.0,42081025.0
1982,1982,"Hibiya Engineering,Ltd.",Construction,600,0.8800000000000001,22.66428800290675,7.604038461538458,3,1,3,C,D,Bridge / Diversifier,,,3025.0,360486961.6666667
5803,5803,Fujikura Ltd.,Nonferrous Metals,601,0.8800000000000001,64.65977375228616,52.190461538461534,3,2,2,C,B,Dual Moat,Emerging Core,optical_communication,4677.0,336964991840.9042
2395,2395,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,602,0.8800000000000001,48.991044137395235,22.141019230769224,1,1,1,C,D,Bridge / Diversifier,,,1113.0,369319210.0
7931,7931,"MIRAI INDUSTRY CO.,LTD.",Chemicals,603,0.8800000000000001,63.176140373469806,17.76009615384615,3,1,3,C,D,Bridge / Diversifier,,,3070.0,145170931.66666666
6914,6914,"OPTEX GROUP Company,Limited",Electric Appliances,604,0.8800000000000001,61.01665523297427,21.527961538461533,3,1,3,C,D,Bridge / Diversifier,,,4380.0,650260945.0
4994,4994,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",Chemicals,605,1.08,68.32393417472247,13.92221153846154,0,1,1,D,D,Bridge / Diversifier,,,2166.0,47970096.666666664
7949,7949,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,606,0.8800000000000001,56.78727820755286,17.67751923076923,3,0,3,C,C,Bridge / Diversifier,,,2422.0,197142165.0
6405,6405,"Suzumo Machinery Co.,Ltd.",Machinery,607,1.08,64.28647263535316,18.14786538461538,3,1,3,C,D,Bridge / Diversifier,,,997.0,53118948.333333336
4182,4182,"Mitsubishi Gas Chemical Company,Inc.",Chemicals,608,1.08,52.23672382226496,15.9705,1,1,1,C,D,Bridge / Diversifier,,,5468.0,7644054946.666667
9069,9069,"SENKO Group Holdings Co.,Ltd.",Land Transportation,609,0.7300000000000001,55.312830128700526,16.9365,2,0,2,C,C,Bridge / Diversifier,,,1892.0,729732463.3333334
4427,4427,"EduLab,Inc.",Information & Communication,610,1.08,66.87717802762114,17.179980769230767,3,1,3,B,D,Transformation Core,,,201.0,115055496.66666669
2735,2735,"WATTS CO.,LTD.",Retail Trade,611,1.08,33.56662645968786,0.0,3,0,3,D,D,Rejected,,,607.0,18928766.666666668
4403,4403,NOF CORPORATION,Chemicals,612,1.08,55.915732169359266,19.30561538461538,2,1,2,C,D,Bridge / Diversifier,,,2682.0,2507716343.3333335
3196,3196,"HOTLAND HOLDINGS Co.,Ltd.",Retail Trade,613,1.08,54.720922624602665,20.292192307692307,1,0,1,C,C,Bridge / Diversifier,,,1587.0,408025218.3333333
6823,6823,"RION CO.,LTD.",Electric Appliances,614,0.8800000000000001,56.15311852789576,19.08223076923077,3,1,3,C,D,Bridge / Diversifier,,,3640.0,241048556.66666663
3950,3950,THE PACK CORPORATION,Pulp and Paper,615,0.8800000000000001,53.48819209217971,14.26671153846154,2,0,2,C,C,Bridge / Diversifier,,,1246.0,148391510.0
8014,8014,"CHORI CO.,LTD.",Wholesale Trade,616,0.8800000000000001,54.352318984651625,13.24551923076923,3,0,3,C,C,Bridge / Diversifier,,,3995.0,159292383.33333334
6381,6381,ANEST IWATA Corporation,Machinery,617,0.8300000000000001,59.990240142801966,20.495365384615383,2,1,2,C,D,Bridge / Diversifier,,,1589.0,128812015.0
4097,4097,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,618,1.08,63.52700932732727,15.897865384615386,3,1,3,C,D,Bridge / Diversifier,,,1068.0,132472881.66666669
4092,4092,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,619,0.8300000000000001,62.70335503010898,11.12596153846154,3,1,3,C,D,Bridge / Diversifier,,,5570.0,903962618.3333334
6651,6651,NITTO KOGYO CORPORATION,Electric Appliances,620,0.8800000000000001,59.561239333217,18.932923076923075,3,1,3,C,D,Bridge / Diversifier,,,4650.0,402120600.0
2124,2124,"JAC Recruitment Co.,Ltd.",Services,621,1.08,66.14860752075879,28.828826923076917,3,1,3,B,D,Transformation Core,,,864.0,335563013.3333333
8154,8154,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,622,0.8800000000000001,52.57160891020979,15.56928846153846,2,0,2,C,C,Bridge / Diversifier,,,4625.0,617870541.6666666
9468,9468,KADOKAWA CORPORATION,Information & Communication,623,0.8800000000000001,49.32995892398148,20.631711538461538,2,1,2,C,D,Bridge / Diversifier,,,3250.0,2095283860.0
6200,6200,"Insource Co.,Ltd.",Services,624,1.08,63.187702849502735,25.020519230769224,3,1,3,C,D,Bridge / Diversifier,,,609.0,336795160.0
4095,4095,"NIHON PARKERIZING CO.,LTD.",Chemicals,625,0.8300000000000001,50.40642835210003,17.59844230769231,3,1,3,C,D,Bridge / Diversifier,,,1464.0,206946303.33333337
6877,6877,Obara Group Incorporated,Electric Appliances,626,0.8800000000000001,42.34342829272495,16.7185,2,1,2,C,D,Bridge / Diversifier,,,6240.0,517147733.3333333
4967,4967,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,627,0.8800000000000001,48.028782206381834,21.38553846153846,0,1,1,C,D,Bridge / Diversifier,,,5810.0,1154259515.0
4113,4113,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals,628,1.08,80.46073166252728,10.923884615384615,3,1,3,A,D,Transformation Core,,,742.0,67990681.66666667
6277,6277,HOSOKAWA MICRON CORPORATION,Machinery,629,0.8800000000000001,55.72688670941785,18.403115384615383,2,1,2,C,D,Bridge / Diversifier,,,5240.0,258869166.66666663
5563,5563,"Nippon Denko Co.,Ltd.",Iron and Steel,630,0.8300000000000001,59.88294458710661,10.041673076923075,2,0,2,C,C,Bridge / Diversifier,,,515.0,460523865.0
3360,3360,"SHIP HEALTHCARE HOLDINGS,INC.",Wholesale Trade,631,0.8800000000000001,60.331072389442994,14.206365384615385,3,0,3,C,C,Bridge / Diversifier,,,1982.5,538698653.3333334
6315,6315,TOWA CORPORATION,Machinery,632,0.8800000000000001,55.345060990697704,73.43086538461539,2,3,3,C,B,Emerging Core,Emerging Core,semiconductor,2888.0,10875321243.333334
2753,2753,"AMIYAKI TEI CO.,LTD.",Retail Trade,633,1.08,68.77795469840352,19.284596153846152,3,0,3,B,C,Transformation Core,,,1297.0,80127405.0
6135,6135,"Makino Milling Machine Co.,Ltd.",Machinery,634,1.08,53.96523930091248,17.564615384615387,2,1,2,C,D,Bridge / Diversifier,,,14110.0,2886068716.6666665
8848,8848,LEOPALACE21 CORPORATION,Real Estate,635,0.8800000000000001,55.862984989569945,17.098384615384617,2,0,2,C,C,Bridge / Diversifier,,,616.0,702344080.0
5698,5698,ENVIPRO HOLDINGS Inc.,Iron and Steel,636,0.8800000000000001,59.172708844681466,12.12476923076923,2,0,2,C,C,Bridge / Diversifier,,,839.0,352984186.6666667
3501,3501,"SUMINOE Co.,Ltd.",Textiles and Apparels,637,1.08,59.37367706493643,15.517153846153844,3,0,3,C,C,Bridge / Diversifier,,,1116.0,54063843.333333336
7414,7414,"ONOKEN CO.,LTD.",Wholesale Trade,638,1.08,56.01313757134955,9.695384615384617,2,0,2,C,C,Bridge / Diversifier,,,1318.0,88305473.33333333
7871,7871,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,639,1.08,68.18145384328659,15.145442307692306,2,1,2,B,D,Transformation Core,,,875.0,54859785.0
6544,6544,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,640,1.08,66.34050676443408,25.75061538461538,3,1,3,B,D,Transformation Core,,,1733.5,1124987600.0
4784,4784,"GMO internet,Inc.",Services,641,1.08,70.49365866074062,24.794134615384607,3,1,3,B,D,Transformation Core,,,508.0,787592378.3333334
7856,7856,HAGIHARA INDUSTRIES INC.,Other Products,642,0.8800000000000001,57.59553751433776,13.700153846153844,2,0,2,C,C,Bridge / Diversifier,,,1623.0,134062133.33333331
6925,6925,USHIO INC.,Electric Appliances,643,0.8800000000000001,48.257149841302855,19.32357692307692,2,1,2,C,D,Bridge / Diversifier,,,4060.0,1485762752.5
2053,2053,"CHUBU SHIRYO CO.,LTD.",Foods,644,0.8800000000000001,67.77960873493556,9.165365384615384,3,0,3,B,C,Transformation Core,,,1708.0,157912838.33333334
6547,6547,"GREENS CO.,LTD.",Services,645,1.08,74.59469531336993,23.275038461538458,3,1,3,B,D,Transformation Core,,,1945.0,154029598.33333334
3546,3546,"Alleanza Holdings Co.,Ltd.",Retail Trade,646,1.08,69.33076037269554,19.35640384615385,3,0,3,B,C,Transformation Core,,,1452.0,141570656.66666666
7839,7839,"SHOEI CO.,LTD.",Other Products,647,0.8800000000000001,54.60999624784156,17.540711538461537,2,0,2,C,C,Bridge / Diversifier,,,1856.0,520148206.6666667
4548,4548,SEIKAGAKU CORPORATION,Pharmaceutical,648,1.08,55.98989486335566,16.557692307692307,1,0,1,C,C,Bridge / Diversifier,,,728.0,116632163.33333331
6309,6309,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,649,0.8800000000000001,48.30668404352404,14.399211538461536,3,1,3,C,D,Bridge / Diversifier,,,1655.0,250461761.66666663
7224,7224,"ShinMaywa Industries,LTD.",Transportation Equipment,650,0.8800000000000001,60.113891182335095,14.667846153846154,3,0,3,C,C,Bridge / Diversifier,,,2181.0,661173931.6666666
9119,9119,"IINO KAIUN KAISHA,LTD.",Marine Transportation,651,0.8300000000000001,51.6913410044341,9.573326923076923,0,0,0,D,C,Bridge / Diversifier,,,1512.0,580686118.3333334
9143,9143,"SG HOLDINGS CO.,LTD.",Land Transportation,652,0.8300000000000001,46.46145378354172,15.1485,0,0,0,C,C,Bridge / Diversifier,,,1426.0,2553597238.3333335
3236,3236,"PROPERST CO.,LTD.",Real Estate,653,1.08,76.30647028373309,9.040980769230767,2,0,2,B,C,Transformation Core,,,278.0,104545070.0
4189,4189,"KH Neochem Co.,Ltd.",Chemicals,654,0.8800000000000001,59.03410616959492,12.604884615384613,3,1,3,C,D,Bridge / Diversifier,,,2771.0,472522321.6666667
1379,1379,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",655,0.8800000000000001,72.94180648204927,17.08630769230769,3,0,3,B,C,Transformation Core,,,1829.0,194170863.33333337
5578,5578,"AR advanced technology,Inc.",Information & Communication,656,1.08,64.28401643487098,17.360615384615386,2,1,2,C,D,Bridge / Diversifier,,,893.0,65111190.0
4722,4722,Future Corporation,Information & Communication,657,0.8800000000000001,44.74756505270251,22.27857692307692,2,1,2,C,D,Bridge / Diversifier,,,1599.0,406306626.6666667
2195,2195,"AMITA HOLDINGS CO.,LTD.",Services,658,0.8800000000000001,35.361045149506914,20.856884615384608,0,1,1,C,D,Bridge / Diversifier,,,374.0,510353323.3333333
5243,5243,note inc.,Information & Communication,659,1.08,51.00113262143135,19.640346153846153,3,1,3,C,D,Bridge / Diversifier,,,2008.0,1689173220.0
1419,1419,"Tama Home Co.,Ltd.",Construction,660,0.8800000000000001,42.169044013637745,15.291269230769233,2,1,2,C,D,Bridge / Diversifier,,,2915.0,607815516.6666666
7715,7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,661,0.8800000000000001,57.069462488766675,18.08123076923077,3,0,3,C,C,Bridge / Diversifier,,,3380.0,259309571.66666663
9991,9991,GECOSS CORPORATION,Wholesale Trade,662,1.03,71.57281661843761,13.120653846153846,3,0,3,B,C,Transformation Core,,,1484.0,113689870.0
6858,6858,"ONO SOKKI Co.,Ltd.",Electric Appliances,663,1.08,61.79808756338952,17.036057692307693,2,1,2,C,D,Bridge / Diversifier,,,838.0,70772015.0
8283,8283,PALTAC CORPORATION,Wholesale Trade,664,0.8800000000000001,52.56268680406258,12.12625,3,0,3,C,C,Bridge / Diversifier,,,6633.0,1486085281.6666667
6489,6489,"Maezawa Industries,Inc.",Machinery,665,0.8300000000000001,62.85865386668095,16.022596153846152,3,1,3,C,D,Bridge / Diversifier,,,1719.0,132835838.33333331
6258,6258,HIRATA Corporation,Machinery,666,0.8800000000000001,57.581898935534696,13.627692307692309,2,1,2,C,D,Bridge / Diversifier,,,2857.0,1250363636.6666667
6590,6590,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,667,0.8800000000000001,36.0825586322294,18.483519230769225,1,1,1,C,D,Bridge / Diversifier,,,5200.0,8969342525.0
1435,1435,robot home Inc.,Real Estate,668,0.8800000000000001,50.2739885874852,13.921173076923075,2,1,2,C,D,Bridge / Diversifier,,,161.0,133587750.0
6458,6458,SINKO INDUSTRIES LTD.,Machinery,669,0.8800000000000001,56.53880729056974,18.126269230769225,3,1,3,C,D,Bridge / Diversifier,,,1205.0,274468970.0
9110,9110,"NS United Kaiun Kaisha,Ltd.",Marine Transportation,670,0.8300000000000001,59.57800513131696,8.314730769230769,1,0,1,C,C,Bridge / Diversifier,,,7690.0,518649916.6666667
1899,1899,FUKUDA CORPORATION,Construction,671,0.8800000000000001,48.48097585240728,7.606173076923078,3,1,3,C,D,Bridge / Diversifier,,,7170.0,222369383.33333337
5344,5344,"MARUWA CO.,LTD.",Glass and Ceramics Products,672,0.8800000000000001,61.9719135207832,18.196153846153848,2,0,2,C,C,Bridge / Diversifier,,,76620.0,12363966400.0
5902,5902,HOKKAN HOLDINGS LIMITED,Metal Products,673,1.08,82.01940046737758,13.668173076923075,3,0,3,A,C,Transformation Core,Transformation Core,,2220.0,66116871.666666664
6505,6505,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,674,1.03,58.90489736968958,14.291769230769232,3,1,3,C,D,Bridge / Diversifier,,,2081.0,114870116.66666669
6455,6455,MORITA HOLDINGS CORPORATION,Transportation Equipment,675,0.8300000000000001,64.11262107402558,15.002826923076926,3,0,3,C,C,Bridge / Diversifier,,,2465.0,227809591.66666663
8074,8074,"YUASA CO.,LTD.",Wholesale Trade,676,0.8800000000000001,56.721778176615544,13.620153846153846,2,0,2,C,C,Bridge / Diversifier,,,5630.0,243908316.66666663
6498,6498,KITZ CORPORATION,Machinery,677,0.8800000000000001,50.821149031744106,18.67555769230769,2,1,2,C,D,Bridge / Diversifier,,,2394.0,771858006.6666666
2982,2982,"A.D.Works Group Co.,Ltd.",Real Estate,678,0.8800000000000001,24.75248534085644,9.268730769230768,3,0,3,C,C,Bridge / Diversifier,,,386.0,248148980.0
7729,7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,679,1.08,58.48800325609752,18.80451923076923,1,0,1,C,C,Bridge / Diversifier,,,16820.0,6268237216.666667
6249,6249,"Gamecard Holdings,Inc.",Machinery,680,1.08,69.04395972499339,14.41694230769231,3,1,3,B,D,Transformation Core,,,2310.0,50166550.0
4974,4974,TAKARA BIO INC.,Chemicals,681,0.8800000000000001,50.94068647461957,18.446076923076923,2,1,2,C,D,Bridge / Diversifier,,,1143.0,637854210.0
4366,4366,Daito Chemix Corporation,Chemicals,682,1.08,67.57478015523611,8.163442307692307,2,1,2,B,D,Transformation Core,,,546.0,94538088.33333331
5381,5381,Mipox Corporation,Glass and Ceramics Products,683,0.8800000000000001,62.88159181866888,15.25353846153846,3,0,3,C,C,Bridge / Diversifier,,,1071.0,494126861.6666667
4951,4951,S.T.CORPORATION,Chemicals,684,1.03,58.63615032583566,17.927749999999996,3,1,3,C,D,Bridge / Diversifier,,,1446.0,65158291.666666664
6965,6965,HAMAMATSU PHOTONICS K.K.,Electric Appliances,685,0.8800000000000001,43.955717070681914,16.269,0,1,1,C,D,Bridge / Diversifier,,,2910.0,11627075023.333334
9768,9768,"IDEA Consultants,Inc.",Services,686,1.03,55.01562419546812,20.665173076923075,3,1,3,C,D,Bridge / Diversifier,,,3065.0,108113850.0
8095,8095,"Astena Holdings Co.,Ltd.",Wholesale Trade,687,1.08,65.02247923914447,17.335538461538462,3,0,3,B,C,Transformation Core,,,477.0,57531943.333333336
6262,6262,"PEGASUS CO.,LTD.",Machinery,688,1.08,57.66108373571256,15.370576923076923,2,1,2,C,D,Bridge / Diversifier,,,561.0,94981941.66666669
6859,6859,ESPEC CORP.,Electric Appliances,689,0.8800000000000001,56.29637979917776,19.05607692307692,3,1,3,C,D,Bridge / Diversifier,,,3945.0,315088283.3333333
4071,4071,"Plus Alpha Consulting Co.,LTD.",Information & Communication,690,1.08,62.86054886190835,20.143269230769228,2,1,2,C,D,Bridge / Diversifier,,,2693.0,547287396.6666666
5302,5302,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products,691,0.8300000000000001,49.48330897515533,11.07228846153846,2,0,2,C,C,Bridge / Diversifier,,,4625.0,250077716.66666663
1719,1719,HAZAMA ANDO CORPORATION,Construction,692,0.8800000000000001,41.10293071210554,9.527769230769229,3,1,3,C,D,Bridge / Diversifier,,,1753.5,1509714267.5
9364,9364,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,693,0.7300000000000001,49.973619149035365,12.4125,3,0,3,C,C,Bridge / Diversifier,,,4635.0,1545779260.0
2935,2935,"PICKLES HOLDINGS CO.,LTD.",Foods,694,1.08,69.14462058194593,12.639923076923075,3,0,3,B,C,Transformation Core,,,1079.0,42765180.0
5991,5991,"NHK SPRING CO.,LTD.",Metal Products,695,1.08,66.20791836925574,15.063211538461536,3,0,3,B,C,Transformation Core,,,3570.0,2265217429.1666665
3632,3632,"GREE Holdings,Inc.",Information & Communication,696,0.8800000000000001,35.78920916279094,18.368923076923075,1,1,1,C,D,Bridge / Diversifier,,,420.0,225981098.33333337
6323,6323,RORZE CORPORATION,Machinery,697,1.08,64.68912025139879,20.41165384615384,2,1,2,C,D,Bridge / Diversifier,,,3848.0,6955437688.333333
6273,6273,SMC CORPORATION,Machinery,698,0.8800000000000001,48.10864096610178,20.63651923076923,1,1,1,C,D,Bridge / Diversifier,,,66520.0,25180922616.666668
9025,9025,"Konoike Transport Co.,Ltd.",Land Transportation,699,0.8800000000000001,66.1044902097185,14.35003846153846,3,0,3,B,C,Transformation Core,,,2690.0,256485348.33333337
6597,6597,HPC SYSTEMS Inc.,Electric Appliances,700,0.8800000000000001,69.17247323824824,15.6575,3,1,3,B,D,Transformation Core,,,5100.0,853985185.0
7071,7071,"Amvis Holdings,Inc.",Services,701,0.8800000000000001,46.54507444307554,22.507615384615377,1,1,1,C,D,Bridge / Diversifier,,,363.0,232705380.0
8084,8084,RYODEN CORPORATION,Wholesale Trade,702,0.8800000000000001,60.384780375895474,11.769596153846155,2,0,2,C,C,Bridge / Diversifier,,,3755.0,218051925.0
7840,7840,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,703,1.08,66.74142973521981,20.428846153846155,3,0,3,B,C,Transformation Core,,,1205.0,74679865.0
9876,9876,"COX CO.,LTD.",Retail Trade,704,1.08,53.595895659881144,0.0,2,0,2,D,D,Rejected,,,215.0,13131445.0
4251,4251,KEIWA Incorporated,Chemicals,705,0.8300000000000001,63.47729641339147,16.269615384615378,3,1,3,C,D,Bridge / Diversifier,,,1277.0,103042775.0
4725,4725,CAC Holdings Corporation,Information & Communication,706,0.8300000000000001,33.91864927835677,18.589557692307693,3,1,3,C,D,Bridge / Diversifier,,,1775.0,103891828.33333331
4475,4475,HENNGE K.K.,Information & Communication,707,1.08,70.0730776354304,20.446615384615384,3,1,3,B,D,Transformation Core,,,1171.0,381580481.6666667
8141,8141,"Shinko Shoji Co.,Ltd.",Wholesale Trade,708,0.8800000000000001,53.70466875011759,8.066903846153846,1,0,1,C,C,Bridge / Diversifier,,,1580.0,606414443.3333334
9744,9744,MEITEC Group Holdings Inc.,Services,709,0.8800000000000001,46.72541392709568,26.095999999999997,2,1,2,C,D,Bridge / Diversifier,,,3018.0,1231690015.0
3640,3640,"DENSAN CO.,LTD.",Information & Communication,710,1.08,69.09910343636838,16.498442307692308,2,1,2,B,D,Transformation Core,,,2285.0,74822798.33333333
3299,3299,"MUGEN ESTATE Co.,Ltd.",Real Estate,711,0.8800000000000001,19.536672386646032,12.053961538461538,3,0,3,C,C,Bridge / Diversifier,,,1669.0,284233420.0
6016,6016,Japan Engine Corporation,Transportation Equipment,712,0.8800000000000001,69.5662013909675,13.15876923076923,3,0,3,B,C,Transformation Core,,,8380.0,2112415283.3333333
5192,5192,Mitsuboshi Belting Ltd.,Rubber Products,713,0.8800000000000001,51.634758826687474,17.572173076923075,3,0,3,C,C,Bridge / Diversifier,,,3875.0,270403166.6666667
1934,1934,YURTEC CORPORATION,Construction,714,0.8800000000000001,62.683095218765104,10.424865384615384,3,1,3,C,D,Bridge / Diversifier,,,2335.0,384479453.3333333
6036,6036,"KeePer Technical Laboratory Co.,Ltd.",Services,715,0.8800000000000001,45.23286521460793,25.062134615384608,0,1,1,C,D,Bridge / Diversifier,,,2645.0,455031830.0
9401,9401,"TBS HOLDINGS,INC.",Information & Communication,716,0.8800000000000001,44.70098337422621,17.618115384615386,2,1,2,C,D,Bridge / Diversifier,,,5801.0,1293919811.6666667
3093,3093,"Treasure Factory Co.,LTD.",Retail Trade,717,1.08,53.739650143053176,21.21157692307693,1,0,1,C,C,Bridge / Diversifier,,,1819.0,229812250.0
3445,3445,"RS Technologies Co.,Ltd.",Metal Products,718,0.8800000000000001,45.75795321802907,14.792346153846152,1,0,1,C,C,Bridge / Diversifier,,,7190.0,1281878108.3333333
6420,6420,GALILEI CO.LTD.,Machinery,719,0.8800000000000001,52.94143499633653,17.70157692307692,3,1,3,C,D,Bridge / Diversifier,,,3340.0,256645533.33333337
9621,9621,"CTI Engineering Co.,Ltd.",Services,720,0.8300000000000001,42.72663720497929,24.211653846153844,2,1,2,C,D,Bridge / Diversifier,,,2613.0,153798066.66666666
8252,8252,"MARUI GROUP CO.,LTD.",Retail Trade,721,1.08,34.140190547186776,19.995634615384617,3,0,3,C,C,Bridge / Diversifier,,,2712.5,2890260675.8333335
6508,6508,MEIDENSHA CORPORATION,Electric Appliances,722,1.08,75.52363176515104,19.16813461538461,3,1,3,B,D,Transformation Core,,,9910.0,2498441766.6666665
3916,3916,Digital Information Technologies Corporation,Information & Communication,723,1.08,64.83148535998679,18.590634615384616,3,1,3,C,D,Bridge / Diversifier,,,857.0,79438595.0
4025,4025,"TAKI CHEMICAL CO.,LTD.",Chemicals,724,0.8300000000000001,48.77404815770485,11.787019230769232,3,1,3,C,D,Bridge / Diversifier,,,4980.0,352135866.6666667
6804,6804,Hosiden Corporation,Electric Appliances,725,0.8800000000000001,11.426842735557138,14.077923076923078,1,1,1,C,D,Bridge / Diversifier,,,2703.0,714684013.3333334
7512,7512,Aeon Hokkaido Corporation,Retail Trade,726,1.08,60.87647233876331,19.167115384615386,0,0,0,C,C,Bridge / Diversifier,,,830.0,148987848.33333334
9347,9347,"NIPPON KANZAI Holdings Co.,Ltd.",Services,727,0.8800000000000001,34.69817559843177,26.309942307692303,3,1,3,C,D,Bridge / Diversifier,,,2701.0,216675366.66666663
3151,3151,"VITAL KSK HOLDINGS,INC.",Wholesale Trade,728,0.8800000000000001,20.243735980336723,12.696576923076924,3,0,3,C,C,Bridge / Diversifier,,,1580.0,174287908.33333334
5965,5965,FUJIMAK CORPORATION,Metal Products,729,1.08,61.53405610780002,0.0,3,0,3,D,D,Rejected,,,1146.0,26100208.333333332
7989,7989,TACHIKAWA CORPORATION,Metal Products,730,0.8300000000000001,55.68534784578404,16.95469230769231,3,0,3,C,C,Bridge / Diversifier,,,2440.0,122935105.0
9612,9612,"LUCKLAND CO.,LTD.",Services,731,1.08,82.94389495035472,20.080403846153843,3,1,3,A,D,Transformation Core,,,1293.0,70864825.0
9267,9267,"Genky DrugStores Co.,Ltd.",Retail Trade,732,0.8300000000000001,58.063366769016845,15.693576923076922,3,0,3,C,C,Bridge / Diversifier,,,3310.0,320991541.6666667
7800,7800,"Amifa Co.,Ltd.",Other Products,733,1.08,73.26734959149267,16.200884615384613,3,0,3,B,C,Transformation Core,,,931.0,64909250.0
3245,3245,"DEAR LIFE CO.,LTD.",Real Estate,734,0.8800000000000001,64.55933390992855,10.860903846153844,2,0,2,C,C,Bridge / Diversifier,,,976.0,278794800.0
4673,4673,"Kawasaki Geological Engineering Co.,Ltd.",Services,735,1.03,31.720436753363117,18.37024999999999,3,1,3,C,D,Bridge / Diversifier,,,4665.0,75247000.0
8830,8830,"Sumitomo Realty & Development Co.,Ltd.",Real Estate,736,0.8800000000000001,58.66772329205037,17.151326923076923,3,0,3,C,C,Bridge / Diversifier,,,3601.0,13594616746.666666
4212,4212,Sekisui Jushi Corporation,Chemicals,737,0.8300000000000001,46.23220837431204,14.958480769230768,1,1,1,C,D,Bridge / Diversifier,,,2128.0,196552688.33333337
9601,9601,"Shochiku Co.,Ltd.",Information & Communication,738,0.8800000000000001,62.28789701987824,16.999942307692308,3,1,3,C,D,Bridge / Diversifier,,,10220.0,646830483.3333334
8131,8131,"Mitsuuroko Group Holdings Co.,Ltd.",Wholesale Trade,739,0.8300000000000001,60.192967630396495,13.052307692307693,2,0,2,C,C,Bridge / Diversifier,,,1722.0,122984106.66666669
7003,7003,"MITSUI E&S Co.,Ltd.",Machinery,740,0.8800000000000001,48.16215710277564,14.267365384615388,3,1,3,C,D,Bridge / Diversifier,,,4379.0,27171344351.666668
5444,5444,"YAMATO KOGYO CO.,LTD.",Iron and Steel,741,0.8300000000000001,50.1279022013168,11.89675,1,0,1,C,C,Bridge / Diversifier,,,11610.0,1899128733.3333333
3076,3076,Ai Holdings Corporation,Wholesale Trade,742,0.8800000000000001,30.656717006126932,18.295153846153845,2,0,2,C,C,Bridge / Diversifier,,,2850.0,321181283.3333333
5915,5915,KOMAIHALTEC Inc.,Metal Products,743,0.8300000000000001,65.22254231068663,7.780499999999999,2,0,2,B,C,Transformation Core,,,2225.0,77801481.66666667
7318,7318,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,744,0.8300000000000001,30.02650786894592,10.493,3,0,3,C,C,Bridge / Diversifier,,,2275.0,539686313.3333334
3179,3179,"Syuppin Co.,Ltd.",Retail Trade,745,1.03,40.16617899939088,13.493846153846151,2,0,2,C,C,Bridge / Diversifier,,,1046.0,222297560.0
5461,5461,"Chubu Steel Plate Co.,Ltd.",Iron and Steel,746,0.8300000000000001,52.61030591226055,8.180942307692307,1,0,1,C,C,Bridge / Diversifier,,,2119.0,416968025.0
7435,7435,"NADEX CO.,LTD.",Wholesale Trade,747,1.08,58.49825161421538,12.047230769230769,0,0,0,D,C,Bridge / Diversifier,,,1013.0,58503731.666666664
8160,8160,"KISOJI CO.,LTD.",Retail Trade,748,1.08,48.689436802494406,21.11111538461538,3,0,3,C,C,Bridge / Diversifier,,,2293.0,239441706.66666663
