code,ticker,company_name,sector,transformation_quant_evidence_level,transformation_reform_disclosure_level,transformation_shareholder_return_evidence_level,emerging_disclosure_level,final_evidence_level,emerging_evidence_source,emerging_evidence_snippet,curated_evidence_flag,systematic_screening_flag
3911,3911.T,Aiming Inc.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6272,6272.T,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6961,6961.T,ENPLAS CORPORATION,Electric Appliances,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6257,6257.T,"FUJISHOJI CO.,LTD.",Machinery,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5632,5632.T,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel,3,1,1,0,3,,no verified company disclosure,False,False
9405,9405.T,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3946,3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,3,1,1,0,3,,no verified company disclosure,False,False
8035,8035.T,Tokyo Electron Limited,Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6238,6238.T,FURYU CORPORATION,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9332,9332.T,"NISSO HOLDINGS Co.,Ltd.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
5142,5142.T,Achilles Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9602,9602.T,"TOHO CO.,LTD",Information & Communication,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4044,4044.T,"Central Glass Co.,Ltd.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9823,9823.T,Mammy Mart Holdings Corporation,Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
7965,7965.T,Zojirushi Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9304,9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,2,1,1,0,2,,no verified company disclosure,False,False
6592,6592.T,"MABUCHI MOTOR CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5301,5301.T,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products,1,1,1,0,1,,no verified company disclosure,False,False
3395,3395.T,"Saint Marc Holdings Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7482,7482.T,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
4021,4021.T,Nissan Chemical Corporation,Chemicals,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6777,6777.T,santec Holdings Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6958,6958.T,CMK CORPORATION,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7780,7780.T,"Menicon Co.,Ltd.",Precision Instruments,1,1,1,0,1,,no verified company disclosure,False,False
3064,3064.T,"MonotaRO Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7014,7014.T,"Namura Shipbuilding Co.,Ltd.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
9856,9856.T,"KU HOLDINGS CO.,LTD.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
6535,6535.T,"i-mobile Co.,Ltd.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7276,7276.T,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8032,8032.T,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
2222,2222.T,"Kotobuki Spirits Co.,Ltd.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
9064,9064.T,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,1,1,1,0,1,,no verified company disclosure,False,False
5988,5988.T,"PIOLAX,INC.",Metal Products,1,1,1,0,1,,no verified company disclosure,False,False
2060,2060.T,"FEED ONE CO.,LTD.",Foods,3,1,1,0,3,,no verified company disclosure,False,False
5232,5232.T,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products,3,1,1,0,3,,no verified company disclosure,False,False
5981,5981.T,"TOKYO ROPE MFG.CO.,LTD",Metal Products,2,1,1,0,2,,no verified company disclosure,False,False
6445,6445.T,JANOME Corporation,Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6088,6088.T,SIGMAXYZ Holdings Inc.,Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
8051,8051.T,YAMAZEN CORPORATION,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
7735,7735.T,"SCREEN Holdings Co.,Ltd.",Electric Appliances,3,1,1,2,3,https://www.screen.co.jp/en/overview,SCREEN identifies semiconductor production equipment and world-leading wet etch and clean equipment as core businesses.,True,True
3176,3176.T,"Sanyo Trading Co.,Ltd.",Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
3231,3231.T,"Nomura Real Estate Holdings,Inc.",Real Estate,2,1,0,0,2,,no verified company disclosure,False,False
8150,8150.T,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
9743,9743.T,"TANSEISHA CO.,LTD.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
3320,3320.T,CROSS PLUS INC.,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
3105,3105.T,Nisshinbo Holdings Inc.,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6845,6845.T,Azbil Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6750,6750.T,"ELECOM CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4886,4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,2,1,1,0,2,,no verified company disclosure,False,False
7991,7991.T,"MAMIYA-OP CO.,LTD",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7537,7537.T,MARUBUN CORPORATION,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
9278,9278.T,BOOKOFF GROUP HOLDINGS LIMITED,Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
9627,9627.T,AIN HOLDINGS INC.,Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
3186,3186.T,"NEXTAGE Co.,Ltd.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
8801,8801.T,"Mitsui Fudosan Co.,Ltd.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
9828,9828.T,Genki Global Dining Concepts Corporation,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
3289,3289.T,Tokyu Fudosan Holdings Corporation,Real Estate,2,1,1,0,2,,no verified company disclosure,False,False
6920,6920.T,Lasertec Corporation,Electric Appliances,3,1,1,2,3,https://www.lasertec.co.jp/en/company/business.html,Lasertec states that EUV mask blank inspection is a de facto standard and its inspection systems are crucial to semiconductor manufacturing.,True,True
6638,6638.T,"MIMAKI ENGINEERING CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9416,9416.T,VISION INC.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
2910,2910.T,"ROCK FIELD CO.,LTD.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
7747,7747.T,"ASAHI INTECC CO.,LTD.",Precision Instruments,3,1,1,0,3,,no verified company disclosure,False,False
4216,4216.T,ASAHI YUKIZAI CORPORATION,Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6674,6674.T,GS Yuasa Corporation,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6146,6146.T,DISCO CORPORATION,Machinery,3,1,1,2,3,https://www.disco.co.jp/eg/introduction/index.html,DISCO supplies precision cutting grinding and polishing equipment plus consumable tools mainly to semiconductor and electronic-component manufacturers.,True,True
3635,3635.T,"KOEI TECMO HOLDINGS CO.,LTD.",Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
5901,5901.T,"Toyo Seikan Group Holdings,Ltd.",Metal Products,3,1,1,0,3,,no verified company disclosure,False,False
8097,8097.T,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade,0,1,1,0,0,,no verified company disclosure,False,False
3569,3569.T,"SEIREN CO.,LTD.",Textiles and Apparels,2,1,1,0,2,,no verified company disclosure,False,False
6890,6890.T,Ferrotec Corporation,Electric Appliances,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7980,7980.T,"SHIGEMATSU WORKS CO.,LTD.",Other Products,1,1,1,0,1,,no verified company disclosure,False,False
9616,9616.T,"KYORITSU MAINTENANCE CO.,LTD.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4694,4694.T,"BML,INC.",Services,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
2301,2301.T,"GAKUJO CO.,Ltd.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7305,7305.T,"ARAYA INDUSTRIAL CO.,LTD.",Iron and Steel,0,1,1,0,0,,no verified company disclosure,False,False
5959,5959.T,"OKABE CO.,LTD.",Metal Products,3,1,1,0,3,,no verified company disclosure,False,False
3003,3003.T,"Hulic Co.,Ltd.",Real Estate,1,1,1,0,1,,no verified company disclosure,False,False
7050,7050.T,FRONTIER INTERNATIONAL INC.,Services,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4919,4919.T,"Milbon Co.,Ltd.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6136,6136.T,OSG Corporation,Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3964,3964.T,AUCNET INC.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3182,3182.T,Oisix ra daichi Inc.,Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7611,7611.T,HIDAY HIDAKA Corp.,Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
4246,4246.T,DaikyoNishikawa Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
5290,5290.T,Vertex Corporation,Glass and Ceramics Products,3,1,1,0,3,,no verified company disclosure,False,False
4716,4716.T,ORACLE CORPORATION JAPAN,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4825,4825.T,WEATHERNEWS INC.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
8850,8850.T,STARTS CORPORATION INC.,Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
7059,7059.T,"COPRO-HOLDINGS.Co.,Ltd.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
8125,8125.T,"Wakita & Co.,LTD.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
3549,3549.T,"KUSURI NO AOKI HOLDINGS CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
6332,6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8804,8804.T,"Tokyo Tatemono Co.,Ltd.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
5121,5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,2,1,1,0,2,,no verified company disclosure,False,False
7475,7475.T,"ALBIS Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
7466,7466.T,SPK CORPORATION,Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
9755,9755.T,OYO Corporation,Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4078,4078.T,"Sakai Chemical Industry Co.,Ltd.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6807,6807.T,"Japan Aviation Electronics Industry,Limited",Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
3489,3489.T,"FaithNetwork Co.,Ltd",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
4839,4839.T,WOWOW INC.,Information & Communication,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3232,3232.T,"Mie Kotsu Group Holdings,Inc.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
8098,8098.T,"Inabata & Co.,Ltd.",Wholesale Trade,2,1,1,0,2,,no verified company disclosure,False,False
7971,7971.T,TOLI Corporation,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
4934,4934.T,"Premier Anti-Aging Co.,Ltd.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
5204,5204.T,"ISHIZUKA GLASS CO.,LTD.",Glass and Ceramics Products,3,1,1,0,3,,no verified company disclosure,False,False
6908,6908.T,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
2418,2418.T,TSUKADA GLOBAL HOLDINGS Inc.,Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4704,4704.T,Trend Micro Incorporated,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
6083,6083.T,"ERI HOLDINGS CO.,LTD.",Services,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
9726,9726.T,"KNT-CT Holdings Co.,Ltd.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
5603,5603.T,KOGI CORPORATION,Iron and Steel,3,1,1,0,3,,no verified company disclosure,False,False
2294,2294.T,"Kakiyasu Honten Co.,Ltd.",Foods,1,1,1,0,1,,no verified company disclosure,False,False
3431,3431.T,"MIYAJI ENGINEERING GROUP,INC.",Metal Products,3,1,0,0,3,,no verified company disclosure,False,False
6768,6768.T,TAMURA CORPORATION,Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
8129,8129.T,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade,3,1,0,0,3,,no verified company disclosure,False,False
7966,7966.T,LINTEC Corporation,Other Products,3,1,1,0,3,,no verified company disclosure,False,False
9605,9605.T,"TOEI COMPANY,LTD.",Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3856,3856.T,Abalance Corporation,Electric Appliances,2,1,0,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
5244,5244.T,"jig.jp co.,ltd.",Information & Communication,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4478,4478.T,freee K.K.,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4041,4041.T,"Nippon Soda Co.,Ltd.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
2492,2492.T,Infomart Corporation,Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
5930,5930.T,"Bunka Shutter Co.,Ltd.",Metal Products,3,1,1,0,3,,no verified company disclosure,False,False
9697,9697.T,"CAPCOM CO.,LTD.",Information & Communication,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
7239,7239.T,"TACHI-S CO.,LTD.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
3288,3288.T,"Open House Group Co.,Ltd.",Real Estate,1,1,1,0,1,,no verified company disclosure,False,False
7743,7743.T,"SEED CO.,LTD.",Precision Instruments,3,1,1,0,3,,no verified company disclosure,False,False
2264,2264.T,"MORINAGA MILK INDUSTRY CO.,LTD.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
7719,7719.T,TOKYO KOKI CO.LTD.,Precision Instruments,2,1,1,0,2,,no verified company disclosure,False,False
6023,6023.T,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Transportation Equipment,3,1,1,0,3,,no verified company disclosure,False,False
3708,3708.T,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,2,1,1,0,2,,no verified company disclosure,False,False
5013,5013.T,Yushiro Inc.,Oil and Coal Products,3,1,1,0,3,,no verified company disclosure,False,False
3201,3201.T,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,2,1,1,0,2,,no verified company disclosure,False,False
2127,2127.T,Nihon M&A Center Holdings Inc.,Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
8029,8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,2,1,1,0,2,,no verified company disclosure,False,False
5185,5185.T,"Fukoku Co.,Ltd.",Rubber Products,3,1,1,0,3,,no verified company disclosure,False,False
6737,6737.T,EIZO Corporation,Electric Appliances,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
4272,4272.T,"NIPPON KAYAKU CO.,LTD.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
4471,4471.T,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9535,9535.T,"HIROSHIMA GAS CO.,LTD.",Electric Power and Gas,2,1,1,0,2,,no verified company disclosure,False,False
6728,6728.T,"ULVAC, Inc.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6504,6504.T,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
2281,2281.T,"Prima Meat Packers,Ltd.",Foods,2,1,1,0,2,,no verified company disclosure,False,False
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7806,7806.T,"MTG Co.,Ltd.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
4626,4626.T,"TAIYO HOLDINGS CO.,LTD.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
2153,2153.T,E・J Holdings Inc.,Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4666,4666.T,"PARK24 Co.,Ltd.",Real Estate,2,1,1,0,2,,no verified company disclosure,False,False
9729,9729.T,TOKAI Corp.,Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
9279,9279.T,GIFT HOLDINGS INC.,Retail Trade,0,1,1,0,0,,no verified company disclosure,False,False
6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7740,7740.T,"Tamron Co.,Ltd.",Precision Instruments,2,1,1,0,2,,no verified company disclosure,False,False
8008,8008.T,YONDOSHI HOLDINGS INC.,Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
9735,9735.T,"SECOM CO.,LTD.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7888,7888.T,SANKO GOSEI LTD.,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
7522,7522.T,"WATAMI CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
5018,5018.T,MORESCO Corporation,Oil and Coal Products,3,1,1,0,3,,no verified company disclosure,False,False
2175,2175.T,"SMS CO.,LTD.",Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
4221,4221.T,"Okura Industrial Co.,Ltd.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
9788,9788.T,"NAC CO.,LTD.",Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
5933,5933.T,ALINCO INCORPORATED,Metal Products,2,1,1,0,2,,no verified company disclosure,False,False
6143,6143.T,"Sodick Co.,Ltd.",Machinery,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6486,6486.T,"EAGLE INDUSTRY CO.,LTD.",Machinery,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
7940,7940.T,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
8198,8198.T,"Maxvalu Tokai Co.,Ltd.",Retail Trade,2,1,1,0,2,,no verified company disclosure,False,False
5304,5304.T,"SEC CARBON,LIMITED",Glass and Ceramics Products,2,1,1,0,2,,no verified company disclosure,False,False
8174,8174.T,"NIPPON GAS CO.,LTD.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
3038,3038.T,"KOBE BUSSAN CO.,LTD.",Wholesale Trade,3,1,1,0,3,,no verified company disclosure,False,False
2531,2531.T,TAKARA HOLDINGS INC.,Foods,0,1,1,0,0,,no verified company disclosure,False,False
3661,3661.T,"m-up holdings,Inc.",Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
3498,3498.T,"Kasumigaseki Capital Co.,Ltd.",Real Estate,3,1,1,0,3,,no verified company disclosure,False,False
6412,6412.T,Heiwa Corporation,Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6339,6339.T,"Sintokogio,Ltd.",Machinery,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6363,6363.T,"Torishima Pump Mfg.Co.,Ltd.",Machinery,2,1,0,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
6072,6072.T,"Jibannet Holdings Co.,Ltd.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7613,7613.T,SIIX CORPORATION,Wholesale Trade,1,1,1,0,1,,no verified company disclosure,False,False
4220,4220.T,RIKEN TECHNOS CORPORATION,Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
7979,7979.T,SHOFU INC.,Precision Instruments,3,1,1,0,3,,no verified company disclosure,False,False
4125,4125.T,SANWAYUKA INDUSTRY CORPORATION,Chemicals,0,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
3687,3687.T,Fixstars Corporation,Information & Communication,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,False,True
4848,4848.T,"FULLCAST HOLDINGS CO.,LTD.",Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
9716,9716.T,"NOMURA Co.,Ltd.",Services,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
6856,6856.T,"HORIBA,Ltd.",Electric Appliances,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
9556,9556.T,INTLOOP Inc.,Services,2,1,1,1,2,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7679,7679.T,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade,1,1,1,0,1,,no verified company disclosure,False,False
7513,7513.T,"Kojima Co.,Ltd.",Retail Trade,3,1,1,0,3,,no verified company disclosure,False,False
7987,7987.T,"NAKABAYASHI CO.,LTD.",Other Products,3,1,1,0,3,,no verified company disclosure,False,False
1982,1982.T,"Hibiya Engineering,Ltd.",Construction,3,1,0,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,False,True
5803,5803.T,Fujikura Ltd.,Nonferrous Metals,3,1,1,2,3,https://www.fujikura.co.jp/eng/resource/pdf/20241107_2.pdf,Fujikura discloses optical-fiber cabling solutions designed for data-center racks and space efficiency.,True,True
2395,2395.T,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,1,1,1,1,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,False,True
7931,7931.T,"MIRAI INDUSTRY CO.,LTD.",Chemicals,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,False,True
6914,6914.T,"OPTEX GROUP Company,Limited",Electric Appliances,3,1,1,1,3,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,False,True
