code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
1982,1982.T,"Hibiya Engineering,Ltd.",Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5803,5803.T,Fujikura Ltd.,Nonferrous Metals,3,4 positive three-year financial improvement indicators,2,3,Level 3,Fujikura discloses optical-fiber cabling solutions designed for data-center racks and space efficiency.,https://www.fujikura.co.jp/eng/resource/pdf/20241107_2.pdf
2395,2395.T,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7931,7931.T,"MIRAI INDUSTRY CO.,LTD.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6914,6914.T,"OPTEX GROUP Company,Limited",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4994,4994.T,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",Chemicals,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
7949,7949.T,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6405,6405.T,"Suzumo Machinery Co.,Ltd.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4182,4182.T,"Mitsubishi Gas Chemical Company,Inc.",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9069,9069.T,"SENKO Group Holdings Co.,Ltd.",Land Transportation,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4427,4427.T,"EduLab,Inc.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2735,2735.T,"WATTS CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4403,4403.T,NOF CORPORATION,Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3196,3196.T,"HOTLAND HOLDINGS Co.,Ltd.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6823,6823.T,"RION CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3950,3950.T,THE PACK CORPORATION,Pulp and Paper,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8014,8014.T,"CHORI CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6381,6381.T,ANEST IWATA Corporation,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4097,4097.T,"KOATSU GAS KOGYO CO.,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4092,4092.T,"Nippon Chemical Industrial Co.,Ltd.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6651,6651.T,NITTO KOGYO CORPORATION,Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2124,2124.T,"JAC Recruitment Co.,Ltd.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8154,8154.T,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9468,9468.T,KADOKAWA CORPORATION,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6200,6200.T,"Insource Co.,Ltd.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4095,4095.T,"NIHON PARKERIZING CO.,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6877,6877.T,Obara Group Incorporated,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4967,4967.T,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4113,4113.T,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6277,6277.T,HOSOKAWA MICRON CORPORATION,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5563,5563.T,"Nippon Denko Co.,Ltd.",Iron and Steel,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3360,3360.T,"SHIP HEALTHCARE HOLDINGS,INC.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6315,6315.T,TOWA CORPORATION,Machinery,2,2 positive three-year financial improvement indicators,3,3,Level 3,TOWA's integrated report identifies semiconductor sales of JPY39.53bn in FY2025 and links compression molding to advanced packages for generative AI.,https://www.towajapan.co.jp/en/wp-content/uploads/sites/3/2025/10/tr2025A3e.pdf
2753,2753.T,"AMIYAKI TEI CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6135,6135.T,"Makino Milling Machine Co.,Ltd.",Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8848,8848.T,LEOPALACE21 CORPORATION,Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5698,5698.T,ENVIPRO HOLDINGS Inc.,Iron and Steel,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3501,3501.T,"SUMINOE Co.,Ltd.",Textiles and Apparels,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7414,7414.T,"ONOKEN CO.,LTD.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7871,7871.T,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6544,6544.T,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4784,4784.T,"GMO internet,Inc.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7856,7856.T,HAGIHARA INDUSTRIES INC.,Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6925,6925.T,USHIO INC.,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2053,2053.T,"CHUBU SHIRYO CO.,LTD.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6547,6547.T,"GREENS CO.,LTD.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3546,3546.T,"Alleanza Holdings Co.,Ltd.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7839,7839.T,"SHOEI CO.,LTD.",Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4548,4548.T,SEIKAGAKU CORPORATION,Pharmaceutical,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6309,6309.T,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7224,7224.T,"ShinMaywa Industries,LTD.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9119,9119.T,"IINO KAIUN KAISHA,LTD.",Marine Transportation,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9143,9143.T,"SG HOLDINGS CO.,LTD.",Land Transportation,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3236,3236.T,"PROPERST CO.,LTD.",Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4189,4189.T,"KH Neochem Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1379,1379.T,HOKUTO CORPORATION,"Fishery, Agriculture and Forestry",3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5578,5578.T,"AR advanced technology,Inc.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4722,4722.T,Future Corporation,Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2195,2195.T,"AMITA HOLDINGS CO.,LTD.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
5243,5243.T,note inc.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1419,1419.T,"Tama Home Co.,Ltd.",Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7715,7715.T,"NAGANO KEIKI CO.,LTD.",Precision Instruments,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9991,9991.T,GECOSS CORPORATION,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6858,6858.T,"ONO SOKKI Co.,Ltd.",Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8283,8283.T,PALTAC CORPORATION,Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6489,6489.T,"Maezawa Industries,Inc.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6258,6258.T,HIRATA Corporation,Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6590,6590.T,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
1435,1435.T,robot home Inc.,Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6458,6458.T,SINKO INDUSTRIES LTD.,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9110,9110.T,"NS United Kaiun Kaisha,Ltd.",Marine Transportation,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
1899,1899.T,FUKUDA CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5344,5344.T,"MARUWA CO.,LTD.",Glass and Ceramics Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5902,5902.T,HOKKAN HOLDINGS LIMITED,Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6505,6505.T,"TOYO DENKI SEIZO K.K.(TOYO ELECTRIC MFG.CO.,LTD.)",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6455,6455.T,MORITA HOLDINGS CORPORATION,Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8074,8074.T,"YUASA CO.,LTD.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6498,6498.T,KITZ CORPORATION,Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2982,2982.T,"A.D.Works Group Co.,Ltd.",Real Estate,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7729,7729.T,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6249,6249.T,"Gamecard Holdings,Inc.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4974,4974.T,TAKARA BIO INC.,Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4366,4366.T,Daito Chemix Corporation,Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5381,5381.T,Mipox Corporation,Glass and Ceramics Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4951,4951.T,S.T.CORPORATION,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6965,6965.T,HAMAMATSU PHOTONICS K.K.,Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9768,9768.T,"IDEA Consultants,Inc.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8095,8095.T,"Astena Holdings Co.,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6262,6262.T,"PEGASUS CO.,LTD.",Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6859,6859.T,ESPEC CORP.,Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4071,4071.T,"Plus Alpha Consulting Co.,LTD.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5302,5302.T,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1719,1719.T,HAZAMA ANDO CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9364,9364.T,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2935,2935.T,"PICKLES HOLDINGS CO.,LTD.",Foods,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5991,5991.T,"NHK SPRING CO.,LTD.",Metal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3632,3632.T,"GREE Holdings,Inc.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6323,6323.T,RORZE CORPORATION,Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6273,6273.T,SMC CORPORATION,Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9025,9025.T,"Konoike Transport Co.,Ltd.",Land Transportation,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6597,6597.T,HPC SYSTEMS Inc.,Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7071,7071.T,"Amvis Holdings,Inc.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8084,8084.T,RYODEN CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7840,7840.T,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9876,9876.T,"COX CO.,LTD.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4251,4251.T,KEIWA Incorporated,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4725,4725.T,CAC Holdings Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4475,4475.T,HENNGE K.K.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8141,8141.T,"Shinko Shoji Co.,Ltd.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9744,9744.T,MEITEC Group Holdings Inc.,Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3640,3640.T,"DENSAN CO.,LTD.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3299,3299.T,"MUGEN ESTATE Co.,Ltd.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6016,6016.T,Japan Engine Corporation,Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5192,5192.T,Mitsuboshi Belting Ltd.,Rubber Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1934,1934.T,YURTEC CORPORATION,Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6036,6036.T,"KeePer Technical Laboratory Co.,Ltd.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9401,9401.T,"TBS HOLDINGS,INC.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3093,3093.T,"Treasure Factory Co.,LTD.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3445,3445.T,"RS Technologies Co.,Ltd.",Metal Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6420,6420.T,GALILEI CO.LTD.,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9621,9621.T,"CTI Engineering Co.,Ltd.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8252,8252.T,"MARUI GROUP CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6508,6508.T,MEIDENSHA CORPORATION,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3916,3916.T,Digital Information Technologies Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4025,4025.T,"TAKI CHEMICAL CO.,LTD.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6804,6804.T,Hosiden Corporation,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7512,7512.T,Aeon Hokkaido Corporation,Retail Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9347,9347.T,"NIPPON KANZAI Holdings Co.,Ltd.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3151,3151.T,"VITAL KSK HOLDINGS,INC.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5965,5965.T,FUJIMAK CORPORATION,Metal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7989,7989.T,TACHIKAWA CORPORATION,Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9612,9612.T,"LUCKLAND CO.,LTD.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9267,9267.T,"Genky DrugStores Co.,Ltd.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7800,7800.T,"Amifa Co.,Ltd.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3245,3245.T,"DEAR LIFE CO.,LTD.",Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4673,4673.T,"Kawasaki Geological Engineering Co.,Ltd.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8830,8830.T,"Sumitomo Realty & Development Co.,Ltd.",Real Estate,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4212,4212.T,Sekisui Jushi Corporation,Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9601,9601.T,"Shochiku Co.,Ltd.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8131,8131.T,"Mitsuuroko Group Holdings Co.,Ltd.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7003,7003.T,"MITSUI E&S Co.,Ltd.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5444,5444.T,"YAMATO KOGYO CO.,LTD.",Iron and Steel,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3076,3076.T,Ai Holdings Corporation,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5915,5915.T,KOMAIHALTEC Inc.,Metal Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7318,7318.T,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3179,3179.T,"Syuppin Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5461,5461.T,"Chubu Steel Plate Co.,Ltd.",Iron and Steel,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7435,7435.T,"NADEX CO.,LTD.",Wholesale Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
8160,8160.T,"KISOJI CO.,LTD.",Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4928,4928.T,"Noevir Holdings Co.,Ltd.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9759,9759.T,"NSD CO.,LTD.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5957,5957.T,"NITTOSEIKO CO.,LTD.",Metal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7976,7976.T,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6226,6226.T,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6622,6622.T,DAIHEN CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,2,2,Level 2,DAIHEN discloses transformers and distribution equipment together with factory-automation robots and semiconductor plasma RF generators.,https://www.daihen.co.jp/en/company/about/
9514,9514.T,EF-ON INC.,Electric Power and Gas,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7716,7716.T,NAKANISHI INC.,Precision Instruments,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7128,7128.T,UNISOL Holdings Corporation,Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7821,7821.T,"MAEDA KOSEN CO.,LTD.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5351,5351.T,"SHINAGAWA REFRA CO.,LTD.",Glass and Ceramics Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2109,2109.T,"Mitsui DM Sugar Co.,Ltd.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6741,6741.T,"Nippon Signal Company,Limited",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4275,4275.T,"Carlit Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9960,9960.T,TOTECH CORPORATION,Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7564,7564.T,"WORKMAN CO.,LTD.",Retail Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3922,3922.T,PR TIMES Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6197,6197.T,Solasto Corporation,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2112,2112.T,"Ensuiko Sugar Refining Co.,Ltd.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2980,2980.T,SRE Holdings Corporation,Real Estate,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4554,4554.T,"Fuji Pharma Co.,Ltd.",Pharmaceutical,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3844,3844.T,COMTURE CORPORATION,Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4972,4972.T,"Soken Chemical & Engineering Co.,Ltd.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3878,3878.T,TOMOEGAWA CORPORATION,Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6861,6861.T,KEYENCE CORPORATION,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7476,7476.T,AS ONE CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7944,7944.T,Roland Corporation,Other Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9713,9713.T,"THE ROYAL HOTEL,LIMITED",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6266,6266.T,"TAZMO CO.,LTD.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3388,3388.T,"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2702,2702.T,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6727,6727.T,"Wacom Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7456,7456.T,"MATSUDA SANGYO Co.,Ltd.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2211,2211.T,"Fujiya Co.,Ltd.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7244,7244.T,"ICHIKOH INDUSTRIES,LTD.",Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4410,4410.T,"HARIMA CHEMICALS GROUP,INC.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4063,4063.T,"Shin-Etsu Chemical Co.,Ltd.",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9065,9065.T,SANKYU INC.,Land Transportation,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4396,4396.T,System Support Holdings Inc.,Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8935,8935.T,"FJ NEXT HOLDINGS CO.,LTD.",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1808,1808.T,HASEKO Corporation,Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5888,5888.T,"DAIWA CYCLE CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3284,3284.T,"Hoosiers Holdings Co.,Ltd.",Real Estate,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4093,4093.T,"Toho Acetylene Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6822,6822.T,"Oi Electric Co.,Ltd.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7875,7875.T,"TAKEDA iP HOLDINGS CO.,LTD.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9932,9932.T,"SUGIMOTO & CO.,LTD.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3132,3132.T,"MACNICA HOLDINGS,INC.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4167,4167.T,Kokopelli Inc.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1417,1417.T,MIRAIT ONE Corporation,Construction,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
